@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.041667,-0.87971,3.5,1.4,Iris-setosa
0.041667,-1.120076,3,1.4,Iris-setosa
0.041667,-1.360443,3.2,1.3,Iris-setosa
0.041667,-1.480626,3.1,1.5,Iris-setosa
0.041667,-0.999893,3.6,1.4,Iris-setosa
0.125,-0.519159,3.9,1.7,Iris-setosa
0.083333,-1.480626,3.4,1.4,Iris-setosa
0.041667,-0.999893,3.4,1.5,Iris-setosa
0.041667,-1.720993,2.9,1.4,Iris-setosa
0,-1.120076,3.1,1.5,Iris-setosa
0.041667,-0.519159,3.7,1.5,Iris-setosa
0.041667,-1.24026,3.4,1.6,Iris-setosa
0,-1.24026,3,1.4,Iris-setosa
0,-1.841177,3,1.1,Iris-setosa
0.041667,-0.038426,4,1.2,Iris-setosa
0.125,-0.158609,4.4,1.5,Iris-setosa
0.125,-0.519159,3.9,1.3,Iris-setosa
0.083333,-0.87971,3.5,1.4,Iris-setosa
0.083333,-0.158609,3.8,1.7,Iris-setosa
0.083333,-0.87971,3.8,1.5,Iris-setosa
0.041667,-0.519159,3.4,1.7,Iris-setosa
0.125,-0.87971,3.7,1.5,Iris-setosa
0.041667,-1.480626,3.6,1,Iris-setosa
0.166667,-0.87971,3.3,1.7,Iris-setosa
0.041667,-1.24026,3.4,1.9,Iris-setosa
0.041667,-0.999893,3,1.6,Iris-setosa
0.125,-0.999893,3.4,1.6,Iris-setosa
0.041667,-0.759526,3.5,1.5,Iris-setosa
0.041667,-0.759526,3.4,1.4,Iris-setosa
