@relation 'iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-1.308593,-1.336794,'\'(3.45-3.75]\'',5.1,Iris-setosa
-1.308593,-1.336794,'\'(2.95-3.05]\'',4.9,Iris-setosa
-1.308593,-1.39347,'\'(3.15-3.25]\'',4.7,Iris-setosa
-1.308593,-1.280118,'\'(3.05-3.15]\'',4.6,Iris-setosa
-1.308593,-1.336794,'\'(3.45-3.75]\'',5,Iris-setosa
-1.046525,-1.166767,'\'(3.75-inf)\'',5.4,Iris-setosa
-1.177559,-1.336794,'\'(3.25-3.45]\'',4.6,Iris-setosa
-1.308593,-1.280118,'\'(3.25-3.45]\'',5,Iris-setosa
-1.308593,-1.336794,'\'(2.85-2.95]\'',4.4,Iris-setosa
-1.439627,-1.280118,'\'(3.05-3.15]\'',4.9,Iris-setosa
-1.308593,-1.280118,'\'(3.45-3.75]\'',5.4,Iris-setosa
-1.308593,-1.223442,'\'(3.25-3.45]\'',4.8,Iris-setosa
-1.439627,-1.336794,'\'(2.95-3.05]\'',4.8,Iris-setosa
-1.439627,-1.506822,'\'(2.95-3.05]\'',4.3,Iris-setosa
-1.308593,-1.450146,'\'(3.75-inf)\'',5.8,Iris-setosa
-1.046525,-1.280118,'\'(3.75-inf)\'',5.7,Iris-setosa
-1.046525,-1.39347,'\'(3.75-inf)\'',5.4,Iris-setosa
-1.177559,-1.336794,'\'(3.45-3.75]\'',5.1,Iris-setosa
-1.177559,-1.166767,'\'(3.75-inf)\'',5.7,Iris-setosa
-1.177559,-1.280118,'\'(3.75-inf)\'',5.1,Iris-setosa
-1.308593,-1.166767,'\'(3.25-3.45]\'',5.4,Iris-setosa
-1.046525,-1.280118,'\'(3.45-3.75]\'',5.1,Iris-setosa
-1.308593,-1.563497,'\'(3.45-3.75]\'',4.6,Iris-setosa
