@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.15]\'','\'(0.15-0.25]\'','\'(0.25-0.55]\'','\'(0.55-1.25]\'','\'(1.25-1.35]\'','\'(1.35-1.55]\'','\'(1.55-1.85]\'','\'(1.85-2.05]\'','\'(2.05-2.25]\'','\'(2.25-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-0.897674,'\'(0.15-0.25]\'',1.028611,1.4,Iris-setosa
-1.1392,'\'(0.15-0.25]\'',-0.12454,1.4,Iris-setosa
-1.380727,'\'(0.15-0.25]\'',0.33672,1.3,Iris-setosa
-1.50149,'\'(0.15-0.25]\'',0.10609,1.5,Iris-setosa
-1.018437,'\'(0.15-0.25]\'',1.259242,1.4,Iris-setosa
-0.535384,'\'(0.25-0.55]\'',1.951133,1.7,Iris-setosa
-1.50149,'\'(0.25-0.55]\'',0.797981,1.4,Iris-setosa
-1.018437,'\'(0.15-0.25]\'',0.797981,1.5,Iris-setosa
-1.743017,'\'(0.15-0.25]\'',-0.355171,1.4,Iris-setosa
-1.1392,'\'(-inf-0.15]\'',0.10609,1.5,Iris-setosa
-0.535384,'\'(0.15-0.25]\'',1.489872,1.5,Iris-setosa
-1.259964,'\'(0.15-0.25]\'',0.797981,1.6,Iris-setosa
-1.259964,'\'(-inf-0.15]\'',-0.12454,1.4,Iris-setosa
-1.86378,'\'(-inf-0.15]\'',-0.12454,1.1,Iris-setosa
-0.052331,'\'(0.15-0.25]\'',2.181763,1.2,Iris-setosa
-0.173094,'\'(0.25-0.55]\'',3.104284,1.5,Iris-setosa
-0.535384,'\'(0.25-0.55]\'',1.951133,1.3,Iris-setosa
-0.897674,'\'(0.25-0.55]\'',1.028611,1.4,Iris-setosa
-0.173094,'\'(0.25-0.55]\'',1.720502,1.7,Iris-setosa
-0.897674,'\'(0.25-0.55]\'',1.720502,1.5,Iris-setosa
-0.535384,'\'(0.15-0.25]\'',0.797981,1.7,Iris-setosa
-0.897674,'\'(0.25-0.55]\'',1.489872,1.5,Iris-setosa
-1.50149,'\'(0.15-0.25]\'',1.259242,1,Iris-setosa
-0.897674,'\'(0.25-0.55]\'',0.567351,1.7,Iris-setosa
-1.259964,'\'(0.15-0.25]\'',0.797981,1.9,Iris-setosa
-1.018437,'\'(0.15-0.25]\'',-0.12454,1.6,Iris-setosa
-1.018437,'\'(0.25-0.55]\'',0.797981,1.6,Iris-setosa
-0.776911,'\'(0.15-0.25]\'',1.028611,1.5,Iris-setosa
-0.776911,'\'(0.15-0.25]\'',0.797981,1.4,Iris-setosa
-1.380727,'\'(0.15-0.25]\'',0.33672,1.6,Iris-setosa
-1.259964,'\'(0.15-0.25]\'',0.10609,1.6,Iris-setosa
-0.535384,'\'(0.25-0.55]\'',0.797981,1.5,Iris-setosa
-0.776911,'\'(-inf-0.15]\'',2.412393,1.5,Iris-setosa
-0.414621,'\'(0.15-0.25]\'',2.643024,1.4,Iris-setosa
-1.1392,'\'(-inf-0.15]\'',0.10609,1.5,Iris-setosa
-1.018437,'\'(0.15-0.25]\'',0.33672,1.2,Iris-setosa
-0.414621,'\'(0.15-0.25]\'',1.028611,1.3,Iris-setosa
-1.1392,'\'(-inf-0.15]\'',0.10609,1.5,Iris-setosa
-1.743017,'\'(0.15-0.25]\'',-0.12454,1.3,Iris-setosa
-0.897674,'\'(0.15-0.25]\'',0.797981,1.5,Iris-setosa
-1.018437,'\'(0.25-0.55]\'',1.028611,1.3,Iris-setosa
-1.622254,'\'(0.25-0.55]\'',-1.738953,1.3,Iris-setosa
-1.743017,'\'(0.15-0.25]\'',0.33672,1.3,Iris-setosa
-1.018437,'\'(0.55-1.25]\'',1.028611,1.6,Iris-setosa
-0.897674,'\'(0.25-0.55]\'',1.720502,1.9,Iris-setosa
-1.259964,'\'(0.25-0.55]\'',-0.12454,1.4,Iris-setosa
-0.897674,'\'(0.15-0.25]\'',1.720502,1.6,Iris-setosa
-1.50149,'\'(0.15-0.25]\'',0.33672,1.4,Iris-setosa
-0.656147,'\'(0.15-0.25]\'',1.489872,1.5,Iris-setosa
-1.018437,'\'(0.15-0.25]\'',0.567351,1.4,Iris-setosa
1.396829,'\'(1.35-1.55]\'',0.33672,4.7,Iris-versicolor
0.672249,'\'(1.35-1.55]\'',0.33672,4.5,Iris-versicolor
1.276066,'\'(1.35-1.55]\'',0.10609,4.9,Iris-versicolor
-0.414621,'\'(1.25-1.35]\'',-1.738953,4,Iris-versicolor
0.793012,'\'(1.35-1.55]\'',-0.585801,4.6,Iris-versicolor
-0.173094,'\'(1.25-1.35]\'',-0.585801,4.5,Iris-versicolor
0.551486,'\'(1.55-1.85]\'',0.567351,4.7,Iris-versicolor
-1.1392,'\'(0.55-1.25]\'',-1.508322,3.3,Iris-versicolor
0.913776,'\'(1.25-1.35]\'',-0.355171,4.6,Iris-versicolor
-0.776911,'\'(1.35-1.55]\'',-0.816431,3.9,Iris-versicolor
-1.018437,'\'(0.55-1.25]\'',-2.430844,3.5,Iris-versicolor
0.068433,'\'(1.35-1.55]\'',-0.12454,4.2,Iris-versicolor
0.189196,'\'(0.55-1.25]\'',-1.969583,4,Iris-versicolor
0.309959,'\'(1.35-1.55]\'',-0.355171,4.7,Iris-versicolor
