@relation 'iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal length in cm' {'\'(-inf-0.059322]\'','\'(0.059322-0.076271]\'','\'(0.076271-0.09322]\'','\'(0.09322-0.40678]\'','\'(0.40678-0.533898]\'','\'(0.533898-0.601695]\'','\'(0.601695-0.669492]\'','\'(0.669492-0.737288]\'','\'(0.737288-0.805085]\'','\'(0.805085-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.24]\'','\'(2.24-2.48]\'','\'(2.48-2.72]\'','\'(2.72-2.96]\'','\'(2.96-3.2]\'','\'(3.2-3.44]\'','\'(3.44-3.68]\'','\'(3.68-3.92]\'','\'(3.92-4.16]\'','\'(4.16-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-1.308593,'\'(0.059322-0.076271]\'','\'(3.44-3.68]\'',5.1,Iris-setosa
-1.308593,'\'(0.059322-0.076271]\'','\'(2.96-3.2]\'',4.9,Iris-setosa
-1.308593,'\'(-inf-0.059322]\'','\'(2.96-3.2]\'',4.7,Iris-setosa
-1.308593,'\'(0.076271-0.09322]\'','\'(2.96-3.2]\'',4.6,Iris-setosa
-1.308593,'\'(0.059322-0.076271]\'','\'(3.44-3.68]\'',5,Iris-setosa
-1.046525,'\'(0.09322-0.40678]\'','\'(3.68-3.92]\'',5.4,Iris-setosa
-1.177559,'\'(0.059322-0.076271]\'','\'(3.2-3.44]\'',4.6,Iris-setosa
-1.308593,'\'(0.076271-0.09322]\'','\'(3.2-3.44]\'',5,Iris-setosa
-1.308593,'\'(0.059322-0.076271]\'','\'(2.72-2.96]\'',4.4,Iris-setosa
-1.439627,'\'(0.076271-0.09322]\'','\'(2.96-3.2]\'',4.9,Iris-setosa
-1.308593,'\'(0.076271-0.09322]\'','\'(3.68-3.92]\'',5.4,Iris-setosa
-1.308593,'\'(0.09322-0.40678]\'','\'(3.2-3.44]\'',4.8,Iris-setosa
-1.439627,'\'(0.059322-0.076271]\'','\'(2.96-3.2]\'',4.8,Iris-setosa
-1.439627,'\'(-inf-0.059322]\'','\'(2.96-3.2]\'',4.3,Iris-setosa
-1.308593,'\'(-inf-0.059322]\'','\'(3.92-4.16]\'',5.8,Iris-setosa
-1.046525,'\'(0.076271-0.09322]\'','\'(4.16-inf)\'',5.7,Iris-setosa
-1.046525,'\'(-inf-0.059322]\'','\'(3.68-3.92]\'',5.4,Iris-setosa
-1.177559,'\'(0.059322-0.076271]\'','\'(3.44-3.68]\'',5.1,Iris-setosa
-1.177559,'\'(0.09322-0.40678]\'','\'(3.68-3.92]\'',5.7,Iris-setosa
-1.177559,'\'(0.076271-0.09322]\'','\'(3.68-3.92]\'',5.1,Iris-setosa
-1.308593,'\'(0.09322-0.40678]\'','\'(3.2-3.44]\'',5.4,Iris-setosa
-1.046525,'\'(0.076271-0.09322]\'','\'(3.68-3.92]\'',5.1,Iris-setosa
-1.308593,'\'(-inf-0.059322]\'','\'(3.44-3.68]\'',4.6,Iris-setosa
