@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1'

@attribute 'filtered-0-filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-0.87971,0.067797,3.5,0.2,Iris-setosa
-1.120076,0.067797,3,0.2,Iris-setosa
-1.360443,0.050847,3.2,0.2,Iris-setosa
-1.480626,0.084746,3.1,0.2,Iris-setosa
-0.999893,0.067797,3.6,0.2,Iris-setosa
-0.519159,0.118644,3.9,0.4,Iris-setosa
-1.480626,0.067797,3.4,0.3,Iris-setosa
-0.999893,0.084746,3.4,0.2,Iris-setosa
-1.720993,0.067797,2.9,0.2,Iris-setosa
-1.120076,0.084746,3.1,0.1,Iris-setosa
-0.519159,0.084746,3.7,0.2,Iris-setosa
-1.24026,0.101695,3.4,0.2,Iris-setosa
-1.24026,0.067797,3,0.1,Iris-setosa
-1.841177,0.016949,3,0.1,Iris-setosa
-0.038426,0.033898,4,0.2,Iris-setosa
-0.158609,0.084746,4.4,0.4,Iris-setosa
-0.519159,0.050847,3.9,0.4,Iris-setosa
-0.87971,0.067797,3.5,0.3,Iris-setosa
-0.158609,0.118644,3.8,0.3,Iris-setosa
-0.87971,0.084746,3.8,0.3,Iris-setosa
-0.519159,0.118644,3.4,0.2,Iris-setosa
-0.87971,0.084746,3.7,0.4,Iris-setosa
-1.480626,0,3.6,0.2,Iris-setosa
-0.87971,0.118644,3.3,0.5,Iris-setosa
-1.24026,0.152542,3.4,0.2,Iris-setosa
-0.999893,0.101695,3,0.2,Iris-setosa
-0.999893,0.101695,3.4,0.4,Iris-setosa
-0.759526,0.084746,3.5,0.2,Iris-setosa
-0.759526,0.067797,3.4,0.2,Iris-setosa
-1.360443,0.101695,3.2,0.2,Iris-setosa
-1.24026,0.101695,3.1,0.2,Iris-setosa
-0.519159,0.084746,3.4,0.4,Iris-setosa
-0.759526,0.084746,4.1,0.1,Iris-setosa
-0.398976,0.067797,4.2,0.2,Iris-setosa
-1.120076,0.084746,3.1,0.1,Iris-setosa
-0.999893,0.033898,3.2,0.2,Iris-setosa
-0.398976,0.050847,3.5,0.2,Iris-setosa
-1.120076,0.084746,3.1,0.1,Iris-setosa
-1.720993,0.050847,3,0.2,Iris-setosa
-0.87971,0.084746,3.4,0.2,Iris-setosa
-0.999893,0.050847,3.5,0.3,Iris-setosa
-1.60081,0.050847,2.3,0.3,Iris-setosa
-1.720993,0.050847,3.2,0.2,Iris-setosa
-0.999893,0.101695,3.5,0.6,Iris-setosa
-0.87971,0.152542,3.8,0.4,Iris-setosa
-1.24026,0.067797,3,0.3,Iris-setosa
-0.87971,0.101695,3.8,0.2,Iris-setosa
