@relation 'iris(0RAXGJvTj)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal length in cm' {'\'(-inf--1.365132]\'','\'(-1.365132--1.308456]\'','\'(-1.308456--1.25178]\'','\'(-1.25178--0.203277]\'','\'(-0.203277-0.221791]\'','\'(0.221791-0.448495]\'','\'(0.448495-0.675198]\'','\'(0.675198-0.901901]\'','\'(0.901901-1.128605]\'','\'(1.128605-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(-inf-0.34]\'','\'(-1.365132--1.308456]\'',1.028611,5.1,Iris-setosa
'\'(-inf-0.34]\'','\'(-1.365132--1.308456]\'',-0.12454,4.9,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf--1.365132]\'',0.33672,4.7,Iris-setosa
'\'(-inf-0.34]\'','\'(-1.308456--1.25178]\'',0.10609,4.6,Iris-setosa
'\'(-inf-0.34]\'','\'(-1.365132--1.308456]\'',1.259242,5,Iris-setosa
'\'(0.34-0.58]\'','\'(-1.25178--0.203277]\'',1.951133,5.4,Iris-setosa
'\'(-inf-0.34]\'','\'(-1.365132--1.308456]\'',0.797981,4.6,Iris-setosa
'\'(-inf-0.34]\'','\'(-1.308456--1.25178]\'',0.797981,5,Iris-setosa
'\'(-inf-0.34]\'','\'(-1.365132--1.308456]\'',-0.355171,4.4,Iris-setosa
'\'(-inf-0.34]\'','\'(-1.308456--1.25178]\'',0.10609,4.9,Iris-setosa
'\'(-inf-0.34]\'','\'(-1.308456--1.25178]\'',1.489872,5.4,Iris-setosa
'\'(-inf-0.34]\'','\'(-1.25178--0.203277]\'',0.797981,4.8,Iris-setosa
'\'(-inf-0.34]\'','\'(-1.365132--1.308456]\'',-0.12454,4.8,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf--1.365132]\'',-0.12454,4.3,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf--1.365132]\'',2.181763,5.8,Iris-setosa
'\'(0.34-0.58]\'','\'(-1.308456--1.25178]\'',3.104284,5.7,Iris-setosa
'\'(0.34-0.58]\'','\'(-inf--1.365132]\'',1.951133,5.4,Iris-setosa
'\'(-inf-0.34]\'','\'(-1.365132--1.308456]\'',1.028611,5.1,Iris-setosa
