@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.24]\'','\'(2.24-2.48]\'','\'(2.48-2.72]\'','\'(2.72-2.96]\'','\'(2.96-3.2]\'','\'(3.2-3.44]\'','\'(3.44-3.68]\'','\'(3.68-3.92]\'','\'(3.92-4.16]\'','\'(4.16-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.222222,-1.308593,'\'(3.44-3.68]\'',1.4,Iris-setosa
0.166667,-1.308593,'\'(2.96-3.2]\'',1.4,Iris-setosa
0.111111,-1.308593,'\'(2.96-3.2]\'',1.3,Iris-setosa
0.083333,-1.308593,'\'(2.96-3.2]\'',1.5,Iris-setosa
0.194444,-1.308593,'\'(3.44-3.68]\'',1.4,Iris-setosa
0.305556,-1.046525,'\'(3.68-3.92]\'',1.7,Iris-setosa
0.083333,-1.177559,'\'(3.2-3.44]\'',1.4,Iris-setosa
0.194444,-1.308593,'\'(3.2-3.44]\'',1.5,Iris-setosa
0.027778,-1.308593,'\'(2.72-2.96]\'',1.4,Iris-setosa
0.166667,-1.439627,'\'(2.96-3.2]\'',1.5,Iris-setosa
0.305556,-1.308593,'\'(3.68-3.92]\'',1.5,Iris-setosa
0.138889,-1.308593,'\'(3.2-3.44]\'',1.6,Iris-setosa
0.138889,-1.439627,'\'(2.96-3.2]\'',1.4,Iris-setosa
0,-1.439627,'\'(2.96-3.2]\'',1.1,Iris-setosa
0.416667,-1.308593,'\'(3.92-4.16]\'',1.2,Iris-setosa
0.388889,-1.046525,'\'(4.16-inf)\'',1.5,Iris-setosa
0.305556,-1.046525,'\'(3.68-3.92]\'',1.3,Iris-setosa
0.222222,-1.177559,'\'(3.44-3.68]\'',1.4,Iris-setosa
0.388889,-1.177559,'\'(3.68-3.92]\'',1.7,Iris-setosa
0.222222,-1.177559,'\'(3.68-3.92]\'',1.5,Iris-setosa
0.305556,-1.308593,'\'(3.2-3.44]\'',1.7,Iris-setosa
0.222222,-1.046525,'\'(3.68-3.92]\'',1.5,Iris-setosa
0.083333,-1.308593,'\'(3.44-3.68]\'',1,Iris-setosa
0.222222,-0.915491,'\'(3.2-3.44]\'',1.7,Iris-setosa
0.138889,-1.308593,'\'(3.2-3.44]\'',1.9,Iris-setosa
0.194444,-1.308593,'\'(2.96-3.2]\'',1.6,Iris-setosa
0.194444,-1.046525,'\'(3.2-3.44]\'',1.6,Iris-setosa
0.25,-1.308593,'\'(3.44-3.68]\'',1.5,Iris-setosa
0.25,-1.308593,'\'(3.2-3.44]\'',1.4,Iris-setosa
0.111111,-1.308593,'\'(2.96-3.2]\'',1.6,Iris-setosa
0.138889,-1.308593,'\'(2.96-3.2]\'',1.6,Iris-setosa
0.305556,-1.046525,'\'(3.2-3.44]\'',1.5,Iris-setosa
0.25,-1.439627,'\'(3.92-4.16]\'',1.5,Iris-setosa
0.333333,-1.308593,'\'(4.16-inf)\'',1.4,Iris-setosa
0.166667,-1.439627,'\'(2.96-3.2]\'',1.5,Iris-setosa
0.194444,-1.308593,'\'(2.96-3.2]\'',1.2,Iris-setosa
0.333333,-1.308593,'\'(3.44-3.68]\'',1.3,Iris-setosa
0.166667,-1.439627,'\'(2.96-3.2]\'',1.5,Iris-setosa
0.027778,-1.308593,'\'(2.96-3.2]\'',1.3,Iris-setosa
0.222222,-1.308593,'\'(3.2-3.44]\'',1.5,Iris-setosa
0.194444,-1.177559,'\'(3.44-3.68]\'',1.3,Iris-setosa
0.055556,-1.177559,'\'(2.24-2.48]\'',1.3,Iris-setosa
0.027778,-1.308593,'\'(2.96-3.2]\'',1.3,Iris-setosa
0.194444,-0.784457,'\'(3.44-3.68]\'',1.6,Iris-setosa
0.222222,-1.046525,'\'(3.68-3.92]\'',1.9,Iris-setosa
0.138889,-1.177559,'\'(2.96-3.2]\'',1.4,Iris-setosa
0.222222,-1.308593,'\'(3.68-3.92]\'',1.6,Iris-setosa
0.083333,-1.308593,'\'(2.96-3.2]\'',1.4,Iris-setosa
0.277778,-1.308593,'\'(3.68-3.92]\'',1.5,Iris-setosa
0.194444,-1.308593,'\'(3.2-3.44]\'',1.4,Iris-setosa
0.75,0.263815,'\'(2.96-3.2]\'',4.7,Iris-versicolor
0.583333,0.394849,'\'(2.96-3.2]\'',4.5,Iris-versicolor
0.722222,0.394849,'\'(2.96-3.2]\'',4.9,Iris-versicolor
