@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.222222,0.041667,0.625,1.4,Iris-setosa
0.166667,0.041667,0.416667,1.4,Iris-setosa
0.111111,0.041667,0.5,1.3,Iris-setosa
0.083333,0.041667,0.458333,1.5,Iris-setosa
0.194444,0.041667,0.666667,1.4,Iris-setosa
0.305556,0.125,0.791667,1.7,Iris-setosa
0.083333,0.083333,0.583333,1.4,Iris-setosa
0.194444,0.041667,0.583333,1.5,Iris-setosa
0.027778,0.041667,0.375,1.4,Iris-setosa
0.166667,0,0.458333,1.5,Iris-setosa
0.305556,0.041667,0.708333,1.5,Iris-setosa
0.138889,0.041667,0.583333,1.6,Iris-setosa
0.138889,0,0.416667,1.4,Iris-setosa
0,0,0.416667,1.1,Iris-setosa
0.416667,0.041667,0.833333,1.2,Iris-setosa
0.388889,0.125,1,1.5,Iris-setosa
0.305556,0.125,0.791667,1.3,Iris-setosa
0.222222,0.083333,0.625,1.4,Iris-setosa
0.388889,0.083333,0.75,1.7,Iris-setosa
0.222222,0.083333,0.75,1.5,Iris-setosa
0.305556,0.041667,0.583333,1.7,Iris-setosa
0.222222,0.125,0.708333,1.5,Iris-setosa
0.083333,0.041667,0.666667,1,Iris-setosa
0.222222,0.166667,0.541667,1.7,Iris-setosa
0.138889,0.041667,0.583333,1.9,Iris-setosa
0.194444,0.041667,0.416667,1.6,Iris-setosa
0.194444,0.125,0.583333,1.6,Iris-setosa
0.25,0.041667,0.625,1.5,Iris-setosa
0.25,0.041667,0.583333,1.4,Iris-setosa
0.111111,0.041667,0.5,1.6,Iris-setosa
0.138889,0.041667,0.458333,1.6,Iris-setosa
0.305556,0.125,0.583333,1.5,Iris-setosa
0.25,0,0.875,1.5,Iris-setosa
0.333333,0.041667,0.916667,1.4,Iris-setosa
0.166667,0,0.458333,1.5,Iris-setosa
0.194444,0.041667,0.5,1.2,Iris-setosa
0.333333,0.041667,0.625,1.3,Iris-setosa
0.166667,0,0.458333,1.5,Iris-setosa
0.027778,0.041667,0.416667,1.3,Iris-setosa
0.222222,0.041667,0.583333,1.5,Iris-setosa
0.194444,0.083333,0.625,1.3,Iris-setosa
0.055556,0.083333,0.125,1.3,Iris-setosa
0.027778,0.041667,0.5,1.3,Iris-setosa
0.194444,0.208333,0.625,1.6,Iris-setosa
0.222222,0.125,0.75,1.9,Iris-setosa
0.138889,0.083333,0.416667,1.4,Iris-setosa
0.222222,0.041667,0.75,1.6,Iris-setosa
0.083333,0.041667,0.5,1.4,Iris-setosa
0.277778,0.041667,0.708333,1.5,Iris-setosa
0.194444,0.041667,0.541667,1.4,Iris-setosa
0.75,0.541667,0.5,4.7,Iris-versicolor
0.583333,0.583333,0.5,4.5,Iris-versicolor
0.722222,0.583333,0.458333,4.9,Iris-versicolor
0.333333,0.5,0.125,4,Iris-versicolor
0.611111,0.583333,0.333333,4.6,Iris-versicolor
0.388889,0.5,0.333333,4.5,Iris-versicolor
0.555556,0.625,0.541667,4.7,Iris-versicolor
0.166667,0.375,0.166667,3.3,Iris-versicolor
0.638889,0.5,0.375,4.6,Iris-versicolor
0.25,0.541667,0.291667,3.9,Iris-versicolor
0.194444,0.375,0,3.5,Iris-versicolor
0.444444,0.583333,0.416667,4.2,Iris-versicolor
