@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.041667,-0.87971,-1.336794,3.5,Iris-setosa
0.041667,-1.120076,-1.336794,3,Iris-setosa
0.041667,-1.360443,-1.39347,3.2,Iris-setosa
0.041667,-1.480626,-1.280118,3.1,Iris-setosa
0.041667,-0.999893,-1.336794,3.6,Iris-setosa
0.125,-0.519159,-1.166767,3.9,Iris-setosa
0.083333,-1.480626,-1.336794,3.4,Iris-setosa
0.041667,-0.999893,-1.280118,3.4,Iris-setosa
0.041667,-1.720993,-1.336794,2.9,Iris-setosa
0,-1.120076,-1.280118,3.1,Iris-setosa
0.041667,-0.519159,-1.280118,3.7,Iris-setosa
0.041667,-1.24026,-1.223442,3.4,Iris-setosa
0,-1.24026,-1.336794,3,Iris-setosa
0,-1.841177,-1.506822,3,Iris-setosa
0.041667,-0.038426,-1.450146,4,Iris-setosa
0.125,-0.158609,-1.280118,4.4,Iris-setosa
0.125,-0.519159,-1.39347,3.9,Iris-setosa
0.083333,-0.87971,-1.336794,3.5,Iris-setosa
0.083333,-0.158609,-1.166767,3.8,Iris-setosa
0.083333,-0.87971,-1.280118,3.8,Iris-setosa
0.041667,-0.519159,-1.166767,3.4,Iris-setosa
0.125,-0.87971,-1.280118,3.7,Iris-setosa
0.041667,-1.480626,-1.563497,3.6,Iris-setosa
0.166667,-0.87971,-1.166767,3.3,Iris-setosa
0.041667,-1.24026,-1.053415,3.4,Iris-setosa
0.041667,-0.999893,-1.223442,3,Iris-setosa
0.125,-0.999893,-1.223442,3.4,Iris-setosa
0.041667,-0.759526,-1.280118,3.5,Iris-setosa
0.041667,-0.759526,-1.336794,3.4,Iris-setosa
0.041667,-1.360443,-1.223442,3.2,Iris-setosa
0.041667,-1.24026,-1.223442,3.1,Iris-setosa
0.125,-0.519159,-1.280118,3.4,Iris-setosa
0,-0.759526,-1.280118,4.1,Iris-setosa
0.041667,-0.398976,-1.336794,4.2,Iris-setosa
0,-1.120076,-1.280118,3.1,Iris-setosa
0.041667,-0.999893,-1.450146,3.2,Iris-setosa
0.041667,-0.398976,-1.39347,3.5,Iris-setosa
0,-1.120076,-1.280118,3.1,Iris-setosa
0.041667,-1.720993,-1.39347,3,Iris-setosa
0.041667,-0.87971,-1.280118,3.4,Iris-setosa
0.083333,-0.999893,-1.39347,3.5,Iris-setosa
0.083333,-1.60081,-1.39347,2.3,Iris-setosa
0.041667,-1.720993,-1.39347,3.2,Iris-setosa
0.208333,-0.999893,-1.223442,3.5,Iris-setosa
0.125,-0.87971,-1.053415,3.8,Iris-setosa
0.083333,-1.24026,-1.336794,3,Iris-setosa
0.041667,-0.87971,-1.223442,3.8,Iris-setosa
0.041667,-1.480626,-1.336794,3.2,Iris-setosa
0.041667,-0.639343,-1.280118,3.7,Iris-setosa
0.041667,-0.999893,-1.336794,3.3,Iris-setosa
0.541667,1.403775,0.533509,3.2,Iris-versicolor
0.583333,0.682674,0.420157,3.2,Iris-versicolor
0.583333,1.283591,0.64686,3.1,Iris-versicolor
0.5,-0.398976,0.136778,2.3,Iris-versicolor
0.583333,0.802858,0.476833,2.8,Iris-versicolor
0.5,-0.158609,0.420157,2.8,Iris-versicolor
0.625,0.562491,0.533509,3.3,Iris-versicolor
0.375,-1.120076,-0.259953,2.4,Iris-versicolor
0.5,0.923041,0.476833,2.9,Iris-versicolor
