@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3'

@attribute 'filtered-0-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-petal width in cm' {'\'(-inf-0.020833]\'','\'(0.020833-0.0625]\'','\'(0.0625-0.1875]\'','\'(0.1875-0.479167]\'','\'(0.479167-0.520833]\'','\'(0.520833-0.604167]\'','\'(0.604167-0.729167]\'','\'(0.729167-0.8125]\'','\'(0.8125-0.895833]\'','\'(0.895833-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
1.028611,'\'(0.020833-0.0625]\'',5.1,1.4,Iris-setosa
-0.12454,'\'(0.020833-0.0625]\'',4.9,1.4,Iris-setosa
0.33672,'\'(0.020833-0.0625]\'',4.7,1.3,Iris-setosa
0.10609,'\'(0.020833-0.0625]\'',4.6,1.5,Iris-setosa
1.259242,'\'(0.020833-0.0625]\'',5,1.4,Iris-setosa
1.951133,'\'(0.0625-0.1875]\'',5.4,1.7,Iris-setosa
0.797981,'\'(0.0625-0.1875]\'',4.6,1.4,Iris-setosa
0.797981,'\'(0.020833-0.0625]\'',5,1.5,Iris-setosa
-0.355171,'\'(0.020833-0.0625]\'',4.4,1.4,Iris-setosa
0.10609,'\'(-inf-0.020833]\'',4.9,1.5,Iris-setosa
1.489872,'\'(0.020833-0.0625]\'',5.4,1.5,Iris-setosa
0.797981,'\'(0.020833-0.0625]\'',4.8,1.6,Iris-setosa
-0.12454,'\'(-inf-0.020833]\'',4.8,1.4,Iris-setosa
-0.12454,'\'(-inf-0.020833]\'',4.3,1.1,Iris-setosa
2.181763,'\'(0.020833-0.0625]\'',5.8,1.2,Iris-setosa
3.104284,'\'(0.0625-0.1875]\'',5.7,1.5,Iris-setosa
1.951133,'\'(0.0625-0.1875]\'',5.4,1.3,Iris-setosa
1.028611,'\'(0.0625-0.1875]\'',5.1,1.4,Iris-setosa
