@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.222222,-1.308593,1.028611,1.4,Iris-setosa
0.166667,-1.308593,-0.12454,1.4,Iris-setosa
0.111111,-1.308593,0.33672,1.3,Iris-setosa
0.083333,-1.308593,0.10609,1.5,Iris-setosa
0.194444,-1.308593,1.259242,1.4,Iris-setosa
0.305556,-1.046525,1.951133,1.7,Iris-setosa
0.083333,-1.177559,0.797981,1.4,Iris-setosa
0.194444,-1.308593,0.797981,1.5,Iris-setosa
0.027778,-1.308593,-0.355171,1.4,Iris-setosa
0.166667,-1.439627,0.10609,1.5,Iris-setosa
0.305556,-1.308593,1.489872,1.5,Iris-setosa
0.138889,-1.308593,0.797981,1.6,Iris-setosa
0.138889,-1.439627,-0.12454,1.4,Iris-setosa
0,-1.439627,-0.12454,1.1,Iris-setosa
0.416667,-1.308593,2.181763,1.2,Iris-setosa
0.388889,-1.046525,3.104284,1.5,Iris-setosa
0.305556,-1.046525,1.951133,1.3,Iris-setosa
0.222222,-1.177559,1.028611,1.4,Iris-setosa
0.388889,-1.177559,1.720502,1.7,Iris-setosa
0.222222,-1.177559,1.720502,1.5,Iris-setosa
0.305556,-1.308593,0.797981,1.7,Iris-setosa
0.222222,-1.046525,1.489872,1.5,Iris-setosa
0.083333,-1.308593,1.259242,1,Iris-setosa
0.222222,-0.915491,0.567351,1.7,Iris-setosa
0.138889,-1.308593,0.797981,1.9,Iris-setosa
0.194444,-1.308593,-0.12454,1.6,Iris-setosa
0.194444,-1.046525,0.797981,1.6,Iris-setosa
0.25,-1.308593,1.028611,1.5,Iris-setosa
0.25,-1.308593,0.797981,1.4,Iris-setosa
0.111111,-1.308593,0.33672,1.6,Iris-setosa
0.138889,-1.308593,0.10609,1.6,Iris-setosa
0.305556,-1.046525,0.797981,1.5,Iris-setosa
0.25,-1.439627,2.412393,1.5,Iris-setosa
0.333333,-1.308593,2.643024,1.4,Iris-setosa
0.166667,-1.439627,0.10609,1.5,Iris-setosa
0.194444,-1.308593,0.33672,1.2,Iris-setosa
0.333333,-1.308593,1.028611,1.3,Iris-setosa
0.166667,-1.439627,0.10609,1.5,Iris-setosa
0.027778,-1.308593,-0.12454,1.3,Iris-setosa
0.222222,-1.308593,0.797981,1.5,Iris-setosa
0.194444,-1.177559,1.028611,1.3,Iris-setosa
0.055556,-1.177559,-1.738953,1.3,Iris-setosa
0.027778,-1.308593,0.33672,1.3,Iris-setosa
0.194444,-0.784457,1.028611,1.6,Iris-setosa
0.222222,-1.046525,1.720502,1.9,Iris-setosa
0.138889,-1.177559,-0.12454,1.4,Iris-setosa
0.222222,-1.308593,1.720502,1.6,Iris-setosa
0.083333,-1.308593,0.33672,1.4,Iris-setosa
0.277778,-1.308593,1.489872,1.5,Iris-setosa
0.194444,-1.308593,0.567351,1.4,Iris-setosa
0.75,0.263815,0.33672,4.7,Iris-versicolor
0.583333,0.394849,0.33672,4.5,Iris-versicolor
0.722222,0.394849,0.10609,4.9,Iris-versicolor
0.333333,0.132781,-1.738953,4,Iris-versicolor
0.611111,0.394849,-0.585801,4.6,Iris-versicolor
0.388889,0.132781,-0.585801,4.5,Iris-versicolor
0.555556,0.525883,0.567351,4.7,Iris-versicolor
0.166667,-0.260321,-1.508322,3.3,Iris-versicolor
0.638889,0.132781,-0.355171,4.6,Iris-versicolor
0.25,0.263815,-0.816431,3.9,Iris-versicolor
0.194444,-0.260321,-2.430844,3.5,Iris-versicolor
0.444444,0.394849,-0.12454,4.2,Iris-versicolor
0.472222,-0.260321,-1.969583,4,Iris-versicolor
0.5,0.263815,-0.355171,4.7,Iris-versicolor
0.361111,0.132781,-0.355171,3.6,Iris-versicolor
0.666667,0.263815,0.10609,4.4,Iris-versicolor
0.361111,0.394849,-0.12454,4.5,Iris-versicolor
0.416667,-0.260321,-0.816431,4.1,Iris-versicolor
0.527778,0.394849,-1.969583,4.5,Iris-versicolor
0.361111,-0.129287,-1.277692,3.9,Iris-versicolor
0.444444,0.787951,0.33672,4.8,Iris-versicolor
0.5,0.132781,-0.585801,4,Iris-versicolor
0.555556,0.394849,-1.277692,4.9,Iris-versicolor
0.5,0.001747,-0.585801,4.7,Iris-versicolor
0.583333,0.132781,-0.355171,4.3,Iris-versicolor
0.638889,0.263815,-0.12454,4.4,Iris-versicolor
0.694444,0.263815,-0.585801,4.8,Iris-versicolor
0.666667,0.656917,-0.12454,5,Iris-versicolor
0.472222,0.394849,-0.355171,4.5,Iris-versicolor
0.388889,-0.260321,-1.047062,3.5,Iris-versicolor
0.333333,-0.129287,-1.508322,3.8,Iris-versicolor
0.333333,-0.260321,-1.508322,3.7,Iris-versicolor
0.416667,0.001747,-0.816431,3.9,Iris-versicolor
0.472222,0.525883,-0.816431,5.1,Iris-versicolor
0.305556,0.394849,-0.12454,4.5,Iris-versicolor
0.472222,0.525883,0.797981,4.5,Iris-versicolor
0.666667,0.394849,0.10609,4.7,Iris-versicolor
0.555556,0.132781,-1.738953,4.4,Iris-versicolor
0.361111,0.132781,-0.12454,4.1,Iris-versicolor
0.333333,0.132781,-1.277692,4,Iris-versicolor
0.333333,0.001747,-1.047062,4.4,Iris-versicolor
0.5,0.263815,-0.12454,4.6,Iris-versicolor
0.416667,0.001747,-1.047062,4,Iris-versicolor
0.194444,-0.260321,-1.738953,3.3,Iris-versicolor
0.361111,0.132781,-0.816431,4.2,Iris-versicolor
0.388889,0.001747,-0.12454,4.2,Iris-versicolor
0.388889,0.132781,-0.355171,4.2,Iris-versicolor
0.527778,0.132781,-0.355171,4.3,Iris-versicolor
0.222222,-0.129287,-1.277692,3,Iris-versicolor
0.388889,0.132781,-0.585801,4.1,Iris-versicolor
0.555556,1.705189,0.567351,6,Iris-virginica
0.416667,0.918985,-0.816431,5.1,Iris-virginica
0.777778,1.181053,-0.12454,5.9,Iris-virginica
0.555556,0.787951,-0.355171,5.6,Iris-virginica
0.611111,1.312087,-0.12454,5.8,Iris-virginica
0.916667,1.181053,-0.12454,6.6,Iris-virginica
