@relation 'iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.041667,-1.336794,'\'(3.45-3.75]\'',5.1,Iris-setosa
0.041667,-1.336794,'\'(2.95-3.05]\'',4.9,Iris-setosa
0.041667,-1.39347,'\'(3.15-3.25]\'',4.7,Iris-setosa
0.041667,-1.280118,'\'(3.05-3.15]\'',4.6,Iris-setosa
0.041667,-1.336794,'\'(3.45-3.75]\'',5,Iris-setosa
0.125,-1.166767,'\'(3.75-inf)\'',5.4,Iris-setosa
0.083333,-1.336794,'\'(3.25-3.45]\'',4.6,Iris-setosa
0.041667,-1.280118,'\'(3.25-3.45]\'',5,Iris-setosa
0.041667,-1.336794,'\'(2.85-2.95]\'',4.4,Iris-setosa
0,-1.280118,'\'(3.05-3.15]\'',4.9,Iris-setosa
0.041667,-1.280118,'\'(3.45-3.75]\'',5.4,Iris-setosa
0.041667,-1.223442,'\'(3.25-3.45]\'',4.8,Iris-setosa
0,-1.336794,'\'(2.95-3.05]\'',4.8,Iris-setosa
0,-1.506822,'\'(2.95-3.05]\'',4.3,Iris-setosa
0.041667,-1.450146,'\'(3.75-inf)\'',5.8,Iris-setosa
0.125,-1.280118,'\'(3.75-inf)\'',5.7,Iris-setosa
0.125,-1.39347,'\'(3.75-inf)\'',5.4,Iris-setosa
0.083333,-1.336794,'\'(3.45-3.75]\'',5.1,Iris-setosa
0.083333,-1.166767,'\'(3.75-inf)\'',5.7,Iris-setosa
0.083333,-1.280118,'\'(3.75-inf)\'',5.1,Iris-setosa
0.041667,-1.166767,'\'(3.25-3.45]\'',5.4,Iris-setosa
0.125,-1.280118,'\'(3.45-3.75]\'',5.1,Iris-setosa
0.041667,-1.563497,'\'(3.45-3.75]\'',4.6,Iris-setosa
0.166667,-1.166767,'\'(3.25-3.45]\'',5.1,Iris-setosa
0.041667,-1.053415,'\'(3.25-3.45]\'',4.8,Iris-setosa
0.041667,-1.223442,'\'(2.95-3.05]\'',5,Iris-setosa
0.125,-1.223442,'\'(3.25-3.45]\'',5,Iris-setosa
0.041667,-1.280118,'\'(3.45-3.75]\'',5.2,Iris-setosa
0.041667,-1.336794,'\'(3.25-3.45]\'',5.2,Iris-setosa
0.041667,-1.223442,'\'(3.15-3.25]\'',4.7,Iris-setosa
0.041667,-1.223442,'\'(3.05-3.15]\'',4.8,Iris-setosa
0.125,-1.280118,'\'(3.25-3.45]\'',5.4,Iris-setosa
0,-1.280118,'\'(3.75-inf)\'',5.2,Iris-setosa
0.041667,-1.336794,'\'(3.75-inf)\'',5.5,Iris-setosa
0,-1.280118,'\'(3.05-3.15]\'',4.9,Iris-setosa
0.041667,-1.450146,'\'(3.15-3.25]\'',5,Iris-setosa
0.041667,-1.39347,'\'(3.45-3.75]\'',5.5,Iris-setosa
0,-1.280118,'\'(3.05-3.15]\'',4.9,Iris-setosa
0.041667,-1.39347,'\'(2.95-3.05]\'',4.4,Iris-setosa
0.041667,-1.280118,'\'(3.25-3.45]\'',5.1,Iris-setosa
0.083333,-1.39347,'\'(3.45-3.75]\'',5,Iris-setosa
0.083333,-1.39347,'\'(-inf-2.55]\'',4.5,Iris-setosa
0.041667,-1.39347,'\'(3.15-3.25]\'',4.4,Iris-setosa
0.208333,-1.223442,'\'(3.45-3.75]\'',5,Iris-setosa
0.125,-1.053415,'\'(3.75-inf)\'',5.1,Iris-setosa
0.083333,-1.336794,'\'(2.95-3.05]\'',4.8,Iris-setosa
0.041667,-1.223442,'\'(3.75-inf)\'',5.1,Iris-setosa
0.041667,-1.336794,'\'(3.15-3.25]\'',4.6,Iris-setosa
0.041667,-1.280118,'\'(3.45-3.75]\'',5.3,Iris-setosa
0.041667,-1.336794,'\'(3.25-3.45]\'',5,Iris-setosa
0.541667,0.533509,'\'(3.15-3.25]\'',7,Iris-versicolor
0.583333,0.420157,'\'(3.15-3.25]\'',6.4,Iris-versicolor
0.583333,0.64686,'\'(3.05-3.15]\'',6.9,Iris-versicolor
0.5,0.136778,'\'(-inf-2.55]\'',5.5,Iris-versicolor
0.583333,0.476833,'\'(2.75-2.85]\'',6.5,Iris-versicolor
0.5,0.420157,'\'(2.75-2.85]\'',5.7,Iris-versicolor
0.625,0.533509,'\'(3.25-3.45]\'',6.3,Iris-versicolor
0.375,-0.259953,'\'(-inf-2.55]\'',4.9,Iris-versicolor
0.5,0.476833,'\'(2.85-2.95]\'',6.6,Iris-versicolor
0.541667,0.080102,'\'(2.55-2.75]\'',5.2,Iris-versicolor
