@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.24]\'','\'(2.24-2.48]\'','\'(2.48-2.72]\'','\'(2.72-2.96]\'','\'(2.96-3.2]\'','\'(3.2-3.44]\'','\'(3.44-3.68]\'','\'(3.68-3.92]\'','\'(3.92-4.16]\'','\'(4.16-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(5.05-5.35]\'',0.041667,'\'(3.44-3.68]\'',1.4,Iris-setosa
'\'(4.85-5.05]\'',0.041667,'\'(2.96-3.2]\'',1.4,Iris-setosa
'\'(-inf-4.85]\'',0.041667,'\'(2.96-3.2]\'',1.3,Iris-setosa
'\'(-inf-4.85]\'',0.041667,'\'(2.96-3.2]\'',1.5,Iris-setosa
'\'(4.85-5.05]\'',0.041667,'\'(3.44-3.68]\'',1.4,Iris-setosa
'\'(5.35-5.55]\'',0.125,'\'(3.68-3.92]\'',1.7,Iris-setosa
'\'(-inf-4.85]\'',0.083333,'\'(3.2-3.44]\'',1.4,Iris-setosa
'\'(4.85-5.05]\'',0.041667,'\'(3.2-3.44]\'',1.5,Iris-setosa
'\'(-inf-4.85]\'',0.041667,'\'(2.72-2.96]\'',1.4,Iris-setosa
'\'(4.85-5.05]\'',0,'\'(2.96-3.2]\'',1.5,Iris-setosa
'\'(5.35-5.55]\'',0.041667,'\'(3.68-3.92]\'',1.5,Iris-setosa
'\'(-inf-4.85]\'',0.041667,'\'(3.2-3.44]\'',1.6,Iris-setosa
'\'(-inf-4.85]\'',0,'\'(2.96-3.2]\'',1.4,Iris-setosa
'\'(-inf-4.85]\'',0,'\'(2.96-3.2]\'',1.1,Iris-setosa
'\'(5.75-6.05]\'',0.041667,'\'(3.92-4.16]\'',1.2,Iris-setosa
'\'(5.55-5.75]\'',0.125,'\'(4.16-inf)\'',1.5,Iris-setosa
'\'(5.35-5.55]\'',0.125,'\'(3.68-3.92]\'',1.3,Iris-setosa
'\'(5.05-5.35]\'',0.083333,'\'(3.44-3.68]\'',1.4,Iris-setosa
'\'(5.55-5.75]\'',0.083333,'\'(3.68-3.92]\'',1.7,Iris-setosa
'\'(5.05-5.35]\'',0.083333,'\'(3.68-3.92]\'',1.5,Iris-setosa
'\'(5.35-5.55]\'',0.041667,'\'(3.2-3.44]\'',1.7,Iris-setosa
'\'(5.05-5.35]\'',0.125,'\'(3.68-3.92]\'',1.5,Iris-setosa
'\'(-inf-4.85]\'',0.041667,'\'(3.44-3.68]\'',1,Iris-setosa
'\'(5.05-5.35]\'',0.166667,'\'(3.2-3.44]\'',1.7,Iris-setosa
'\'(-inf-4.85]\'',0.041667,'\'(3.2-3.44]\'',1.9,Iris-setosa
'\'(4.85-5.05]\'',0.041667,'\'(2.96-3.2]\'',1.6,Iris-setosa
'\'(4.85-5.05]\'',0.125,'\'(3.2-3.44]\'',1.6,Iris-setosa
'\'(5.05-5.35]\'',0.041667,'\'(3.44-3.68]\'',1.5,Iris-setosa
'\'(5.05-5.35]\'',0.041667,'\'(3.2-3.44]\'',1.4,Iris-setosa
'\'(-inf-4.85]\'',0.041667,'\'(2.96-3.2]\'',1.6,Iris-setosa
'\'(-inf-4.85]\'',0.041667,'\'(2.96-3.2]\'',1.6,Iris-setosa
'\'(5.35-5.55]\'',0.125,'\'(3.2-3.44]\'',1.5,Iris-setosa
'\'(5.05-5.35]\'',0,'\'(3.92-4.16]\'',1.5,Iris-setosa
'\'(5.35-5.55]\'',0.041667,'\'(4.16-inf)\'',1.4,Iris-setosa
