@relation 'iris(0RAXGJvTj)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal length in cm' {'\'(-inf--1.365132]\'','\'(-1.365132--1.308456]\'','\'(-1.308456--1.25178]\'','\'(-1.25178--0.203277]\'','\'(-0.203277-0.221791]\'','\'(0.221791-0.448495]\'','\'(0.448495-0.675198]\'','\'(0.675198-0.901901]\'','\'(0.901901-1.128605]\'','\'(1.128605-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-1.308593,'\'(-1.365132--1.308456]\'','\'(3.45-3.75]\'',5.1,Iris-setosa
-1.308593,'\'(-1.365132--1.308456]\'','\'(2.95-3.05]\'',4.9,Iris-setosa
-1.308593,'\'(-inf--1.365132]\'','\'(3.15-3.25]\'',4.7,Iris-setosa
-1.308593,'\'(-1.308456--1.25178]\'','\'(3.05-3.15]\'',4.6,Iris-setosa
-1.308593,'\'(-1.365132--1.308456]\'','\'(3.45-3.75]\'',5,Iris-setosa
-1.046525,'\'(-1.25178--0.203277]\'','\'(3.75-inf)\'',5.4,Iris-setosa
-1.177559,'\'(-1.365132--1.308456]\'','\'(3.25-3.45]\'',4.6,Iris-setosa
-1.308593,'\'(-1.308456--1.25178]\'','\'(3.25-3.45]\'',5,Iris-setosa
-1.308593,'\'(-1.365132--1.308456]\'','\'(2.85-2.95]\'',4.4,Iris-setosa
-1.439627,'\'(-1.308456--1.25178]\'','\'(3.05-3.15]\'',4.9,Iris-setosa
-1.308593,'\'(-1.308456--1.25178]\'','\'(3.45-3.75]\'',5.4,Iris-setosa
-1.308593,'\'(-1.25178--0.203277]\'','\'(3.25-3.45]\'',4.8,Iris-setosa
-1.439627,'\'(-1.365132--1.308456]\'','\'(2.95-3.05]\'',4.8,Iris-setosa
-1.439627,'\'(-inf--1.365132]\'','\'(2.95-3.05]\'',4.3,Iris-setosa
-1.308593,'\'(-inf--1.365132]\'','\'(3.75-inf)\'',5.8,Iris-setosa
-1.046525,'\'(-1.308456--1.25178]\'','\'(3.75-inf)\'',5.7,Iris-setosa
-1.046525,'\'(-inf--1.365132]\'','\'(3.75-inf)\'',5.4,Iris-setosa
-1.177559,'\'(-1.365132--1.308456]\'','\'(3.45-3.75]\'',5.1,Iris-setosa
-1.177559,'\'(-1.25178--0.203277]\'','\'(3.75-inf)\'',5.7,Iris-setosa
-1.177559,'\'(-1.308456--1.25178]\'','\'(3.75-inf)\'',5.1,Iris-setosa
-1.308593,'\'(-1.25178--0.203277]\'','\'(3.25-3.45]\'',5.4,Iris-setosa
-1.046525,'\'(-1.308456--1.25178]\'','\'(3.45-3.75]\'',5.1,Iris-setosa
-1.308593,'\'(-inf--1.365132]\'','\'(3.45-3.75]\'',4.6,Iris-setosa
-0.915491,'\'(-1.25178--0.203277]\'','\'(3.25-3.45]\'',5.1,Iris-setosa
-1.308593,'\'(-1.25178--0.203277]\'','\'(3.25-3.45]\'',4.8,Iris-setosa
-1.308593,'\'(-1.25178--0.203277]\'','\'(2.95-3.05]\'',5,Iris-setosa
-1.046525,'\'(-1.25178--0.203277]\'','\'(3.25-3.45]\'',5,Iris-setosa
-1.308593,'\'(-1.308456--1.25178]\'','\'(3.45-3.75]\'',5.2,Iris-setosa
-1.308593,'\'(-1.365132--1.308456]\'','\'(3.25-3.45]\'',5.2,Iris-setosa
-1.308593,'\'(-1.25178--0.203277]\'','\'(3.15-3.25]\'',4.7,Iris-setosa
-1.308593,'\'(-1.25178--0.203277]\'','\'(3.05-3.15]\'',4.8,Iris-setosa
-1.046525,'\'(-1.308456--1.25178]\'','\'(3.25-3.45]\'',5.4,Iris-setosa
-1.439627,'\'(-1.308456--1.25178]\'','\'(3.75-inf)\'',5.2,Iris-setosa
-1.308593,'\'(-1.365132--1.308456]\'','\'(3.75-inf)\'',5.5,Iris-setosa
-1.439627,'\'(-1.308456--1.25178]\'','\'(3.05-3.15]\'',4.9,Iris-setosa
-1.308593,'\'(-inf--1.365132]\'','\'(3.15-3.25]\'',5,Iris-setosa
-1.308593,'\'(-inf--1.365132]\'','\'(3.45-3.75]\'',5.5,Iris-setosa
-1.439627,'\'(-1.308456--1.25178]\'','\'(3.05-3.15]\'',4.9,Iris-setosa
-1.308593,'\'(-inf--1.365132]\'','\'(2.95-3.05]\'',4.4,Iris-setosa
-1.308593,'\'(-1.308456--1.25178]\'','\'(3.25-3.45]\'',5.1,Iris-setosa
-1.177559,'\'(-inf--1.365132]\'','\'(3.45-3.75]\'',5,Iris-setosa
-1.177559,'\'(-inf--1.365132]\'','\'(-inf-2.55]\'',4.5,Iris-setosa
-1.308593,'\'(-inf--1.365132]\'','\'(3.15-3.25]\'',4.4,Iris-setosa
-0.784457,'\'(-1.25178--0.203277]\'','\'(3.45-3.75]\'',5,Iris-setosa
-1.046525,'\'(-1.25178--0.203277]\'','\'(3.75-inf)\'',5.1,Iris-setosa
-1.177559,'\'(-1.365132--1.308456]\'','\'(2.95-3.05]\'',4.8,Iris-setosa
-1.308593,'\'(-1.25178--0.203277]\'','\'(3.75-inf)\'',5.1,Iris-setosa
-1.308593,'\'(-1.365132--1.308456]\'','\'(3.15-3.25]\'',4.6,Iris-setosa
-1.308593,'\'(-1.308456--1.25178]\'','\'(3.45-3.75]\'',5.3,Iris-setosa
-1.308593,'\'(-1.365132--1.308456]\'','\'(3.25-3.45]\'',5,Iris-setosa
0.263815,'\'(0.448495-0.675198]\'','\'(3.15-3.25]\'',7,Iris-versicolor
0.394849,'\'(0.221791-0.448495]\'','\'(3.15-3.25]\'',6.4,Iris-versicolor
0.394849,'\'(0.448495-0.675198]\'','\'(3.05-3.15]\'',6.9,Iris-versicolor
0.132781,'\'(-0.203277-0.221791]\'','\'(-inf-2.55]\'',5.5,Iris-versicolor
0.394849,'\'(0.448495-0.675198]\'','\'(2.75-2.85]\'',6.5,Iris-versicolor
0.132781,'\'(0.221791-0.448495]\'','\'(2.75-2.85]\'',5.7,Iris-versicolor
0.525883,'\'(0.448495-0.675198]\'','\'(3.25-3.45]\'',6.3,Iris-versicolor
-0.260321,'\'(-1.25178--0.203277]\'','\'(-inf-2.55]\'',4.9,Iris-versicolor
0.132781,'\'(0.448495-0.675198]\'','\'(2.85-2.95]\'',6.6,Iris-versicolor
0.263815,'\'(-0.203277-0.221791]\'','\'(2.55-2.75]\'',5.2,Iris-versicolor
-0.260321,'\'(-0.203277-0.221791]\'','\'(-inf-2.55]\'',5,Iris-versicolor
0.394849,'\'(0.221791-0.448495]\'','\'(2.95-3.05]\'',5.9,Iris-versicolor
-0.260321,'\'(-0.203277-0.221791]\'','\'(-inf-2.55]\'',6,Iris-versicolor
0.263815,'\'(0.448495-0.675198]\'','\'(2.85-2.95]\'',6.1,Iris-versicolor
0.132781,'\'(-0.203277-0.221791]\'','\'(2.85-2.95]\'',5.6,Iris-versicolor
0.263815,'\'(0.221791-0.448495]\'','\'(3.05-3.15]\'',6.7,Iris-versicolor
0.394849,'\'(0.221791-0.448495]\'','\'(2.95-3.05]\'',5.6,Iris-versicolor
-0.260321,'\'(-0.203277-0.221791]\'','\'(2.55-2.75]\'',5.8,Iris-versicolor
0.394849,'\'(0.221791-0.448495]\'','\'(-inf-2.55]\'',6.2,Iris-versicolor
-0.129287,'\'(-0.203277-0.221791]\'','\'(-inf-2.55]\'',5.6,Iris-versicolor
0.787951,'\'(0.448495-0.675198]\'','\'(3.15-3.25]\'',5.9,Iris-versicolor
0.132781,'\'(-0.203277-0.221791]\'','\'(2.75-2.85]\'',6.1,Iris-versicolor
0.394849,'\'(0.448495-0.675198]\'','\'(-inf-2.55]\'',6.3,Iris-versicolor
0.001747,'\'(0.448495-0.675198]\'','\'(2.75-2.85]\'',6.1,Iris-versicolor
0.132781,'\'(0.221791-0.448495]\'','\'(2.85-2.95]\'',6.4,Iris-versicolor
0.263815,'\'(0.221791-0.448495]\'','\'(2.95-3.05]\'',6.6,Iris-versicolor
0.263815,'\'(0.448495-0.675198]\'','\'(2.75-2.85]\'',6.8,Iris-versicolor
0.656917,'\'(0.675198-0.901901]\'','\'(2.95-3.05]\'',6.7,Iris-versicolor
0.394849,'\'(0.221791-0.448495]\'','\'(2.85-2.95]\'',6,Iris-versicolor
-0.260321,'\'(-0.203277-0.221791]\'','\'(2.55-2.75]\'',5.7,Iris-versicolor
-0.129287,'\'(-0.203277-0.221791]\'','\'(-inf-2.55]\'',5.5,Iris-versicolor
-0.260321,'\'(-0.203277-0.221791]\'','\'(-inf-2.55]\'',5.5,Iris-versicolor
0.001747,'\'(-0.203277-0.221791]\'','\'(2.55-2.75]\'',5.8,Iris-versicolor
0.525883,'\'(0.675198-0.901901]\'','\'(2.55-2.75]\'',6,Iris-versicolor
0.394849,'\'(0.221791-0.448495]\'','\'(2.95-3.05]\'',5.4,Iris-versicolor
0.525883,'\'(0.221791-0.448495]\'','\'(3.25-3.45]\'',6,Iris-versicolor
0.394849,'\'(0.448495-0.675198]\'','\'(3.05-3.15]\'',6.7,Iris-versicolor
0.132781,'\'(0.221791-0.448495]\'','\'(-inf-2.55]\'',6.3,Iris-versicolor
0.132781,'\'(-0.203277-0.221791]\'','\'(2.95-3.05]\'',5.6,Iris-versicolor
0.132781,'\'(-0.203277-0.221791]\'','\'(-inf-2.55]\'',5.5,Iris-versicolor
0.001747,'\'(0.221791-0.448495]\'','\'(2.55-2.75]\'',5.5,Iris-versicolor
0.263815,'\'(0.448495-0.675198]\'','\'(2.95-3.05]\'',6.1,Iris-versicolor
0.001747,'\'(-0.203277-0.221791]\'','\'(2.55-2.75]\'',5.8,Iris-versicolor
-0.260321,'\'(-1.25178--0.203277]\'','\'(-inf-2.55]\'',5,Iris-versicolor
0.132781,'\'(0.221791-0.448495]\'','\'(2.55-2.75]\'',5.6,Iris-versicolor
0.001747,'\'(0.221791-0.448495]\'','\'(2.95-3.05]\'',5.7,Iris-versicolor
0.132781,'\'(0.221791-0.448495]\'','\'(2.85-2.95]\'',5.7,Iris-versicolor
0.132781,'\'(0.221791-0.448495]\'','\'(2.85-2.95]\'',6.2,Iris-versicolor
-0.129287,'\'(-1.25178--0.203277]\'','\'(-inf-2.55]\'',5.1,Iris-versicolor
0.132781,'\'(-0.203277-0.221791]\'','\'(2.75-2.85]\'',5.7,Iris-versicolor
1.705189,'\'(1.128605-inf)\'','\'(3.25-3.45]\'',6.3,Iris-virginica
0.918985,'\'(0.675198-0.901901]\'','\'(2.55-2.75]\'',5.8,Iris-virginica
1.181053,'\'(1.128605-inf)\'','\'(2.95-3.05]\'',7.1,Iris-virginica
0.787951,'\'(0.901901-1.128605]\'','\'(2.85-2.95]\'',6.3,Iris-virginica
1.312087,'\'(1.128605-inf)\'','\'(2.95-3.05]\'',6.5,Iris-virginica
1.181053,'\'(1.128605-inf)\'','\'(2.95-3.05]\'',7.6,Iris-virginica
