@relation 'iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.24]\'','\'(2.24-2.48]\'','\'(2.48-2.72]\'','\'(2.72-2.96]\'','\'(2.96-3.2]\'','\'(3.2-3.44]\'','\'(3.44-3.68]\'','\'(3.68-3.92]\'','\'(3.92-4.16]\'','\'(4.16-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-1.308593,'\'(-inf-1.59]\'','\'(3.44-3.68]\'',5.1,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',4.9,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',4.7,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',4.6,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(3.44-3.68]\'',5,Iris-setosa
-1.046525,'\'(1.59-2.18]\'','\'(3.68-3.92]\'',5.4,Iris-setosa
-1.177559,'\'(-inf-1.59]\'','\'(3.2-3.44]\'',4.6,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(3.2-3.44]\'',5,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(2.72-2.96]\'',4.4,Iris-setosa
-1.439627,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',4.9,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(3.68-3.92]\'',5.4,Iris-setosa
-1.308593,'\'(1.59-2.18]\'','\'(3.2-3.44]\'',4.8,Iris-setosa
-1.439627,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',4.8,Iris-setosa
-1.439627,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',4.3,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(3.92-4.16]\'',5.8,Iris-setosa
-1.046525,'\'(-inf-1.59]\'','\'(4.16-inf)\'',5.7,Iris-setosa
-1.046525,'\'(-inf-1.59]\'','\'(3.68-3.92]\'',5.4,Iris-setosa
-1.177559,'\'(-inf-1.59]\'','\'(3.44-3.68]\'',5.1,Iris-setosa
-1.177559,'\'(1.59-2.18]\'','\'(3.68-3.92]\'',5.7,Iris-setosa
-1.177559,'\'(-inf-1.59]\'','\'(3.68-3.92]\'',5.1,Iris-setosa
-1.308593,'\'(1.59-2.18]\'','\'(3.2-3.44]\'',5.4,Iris-setosa
-1.046525,'\'(-inf-1.59]\'','\'(3.68-3.92]\'',5.1,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(3.44-3.68]\'',4.6,Iris-setosa
-0.915491,'\'(1.59-2.18]\'','\'(3.2-3.44]\'',5.1,Iris-setosa
-1.308593,'\'(1.59-2.18]\'','\'(3.2-3.44]\'',4.8,Iris-setosa
-1.308593,'\'(1.59-2.18]\'','\'(2.96-3.2]\'',5,Iris-setosa
-1.046525,'\'(1.59-2.18]\'','\'(3.2-3.44]\'',5,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(3.44-3.68]\'',5.2,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(3.2-3.44]\'',5.2,Iris-setosa
-1.308593,'\'(1.59-2.18]\'','\'(2.96-3.2]\'',4.7,Iris-setosa
-1.308593,'\'(1.59-2.18]\'','\'(2.96-3.2]\'',4.8,Iris-setosa
-1.046525,'\'(-inf-1.59]\'','\'(3.2-3.44]\'',5.4,Iris-setosa
-1.439627,'\'(-inf-1.59]\'','\'(3.92-4.16]\'',5.2,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(4.16-inf)\'',5.5,Iris-setosa
-1.439627,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',4.9,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',5,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(3.44-3.68]\'',5.5,Iris-setosa
-1.439627,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',4.9,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',4.4,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(3.2-3.44]\'',5.1,Iris-setosa
-1.177559,'\'(-inf-1.59]\'','\'(3.44-3.68]\'',5,Iris-setosa
-1.177559,'\'(-inf-1.59]\'','\'(2.24-2.48]\'',4.5,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',4.4,Iris-setosa
-0.784457,'\'(1.59-2.18]\'','\'(3.44-3.68]\'',5,Iris-setosa
-1.046525,'\'(1.59-2.18]\'','\'(3.68-3.92]\'',5.1,Iris-setosa
-1.177559,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',4.8,Iris-setosa
-1.308593,'\'(1.59-2.18]\'','\'(3.68-3.92]\'',5.1,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(2.96-3.2]\'',4.6,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(3.68-3.92]\'',5.3,Iris-setosa
-1.308593,'\'(-inf-1.59]\'','\'(3.2-3.44]\'',5,Iris-setosa
0.263815,'\'(4.54-5.13]\'','\'(2.96-3.2]\'',7,Iris-versicolor
0.394849,'\'(3.95-4.54]\'','\'(2.96-3.2]\'',6.4,Iris-versicolor
0.394849,'\'(4.54-5.13]\'','\'(2.96-3.2]\'',6.9,Iris-versicolor
0.132781,'\'(3.95-4.54]\'','\'(2.24-2.48]\'',5.5,Iris-versicolor
0.394849,'\'(4.54-5.13]\'','\'(2.72-2.96]\'',6.5,Iris-versicolor
0.132781,'\'(3.95-4.54]\'','\'(2.72-2.96]\'',5.7,Iris-versicolor
0.525883,'\'(4.54-5.13]\'','\'(3.2-3.44]\'',6.3,Iris-versicolor
-0.260321,'\'(2.77-3.36]\'','\'(2.24-2.48]\'',4.9,Iris-versicolor
0.132781,'\'(4.54-5.13]\'','\'(2.72-2.96]\'',6.6,Iris-versicolor
0.263815,'\'(3.36-3.95]\'','\'(2.48-2.72]\'',5.2,Iris-versicolor
-0.260321,'\'(3.36-3.95]\'','\'(-inf-2.24]\'',5,Iris-versicolor
0.394849,'\'(3.95-4.54]\'','\'(2.96-3.2]\'',5.9,Iris-versicolor
-0.260321,'\'(3.95-4.54]\'','\'(-inf-2.24]\'',6,Iris-versicolor
0.263815,'\'(4.54-5.13]\'','\'(2.72-2.96]\'',6.1,Iris-versicolor
0.132781,'\'(3.36-3.95]\'','\'(2.72-2.96]\'',5.6,Iris-versicolor
0.263815,'\'(3.95-4.54]\'','\'(2.96-3.2]\'',6.7,Iris-versicolor
0.394849,'\'(3.95-4.54]\'','\'(2.96-3.2]\'',5.6,Iris-versicolor
-0.260321,'\'(3.95-4.54]\'','\'(2.48-2.72]\'',5.8,Iris-versicolor
0.394849,'\'(3.95-4.54]\'','\'(-inf-2.24]\'',6.2,Iris-versicolor
-0.129287,'\'(3.36-3.95]\'','\'(2.48-2.72]\'',5.6,Iris-versicolor
0.787951,'\'(4.54-5.13]\'','\'(2.96-3.2]\'',5.9,Iris-versicolor
0.132781,'\'(3.95-4.54]\'','\'(2.72-2.96]\'',6.1,Iris-versicolor
0.394849,'\'(4.54-5.13]\'','\'(2.48-2.72]\'',6.3,Iris-versicolor
0.001747,'\'(4.54-5.13]\'','\'(2.72-2.96]\'',6.1,Iris-versicolor
0.132781,'\'(3.95-4.54]\'','\'(2.72-2.96]\'',6.4,Iris-versicolor
