@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' {'\'(-inf-4.66]\'','\'(4.66-5.02]\'','\'(5.02-5.38]\'','\'(5.38-5.74]\'','\'(5.74-6.1]\'','\'(6.1-6.46]\'','\'(6.46-6.82]\'','\'(6.82-7.18]\'','\'(7.18-7.54]\'','\'(7.54-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(5.02-5.38]\'',-1.308593,0.625,1.4,Iris-setosa
'\'(4.66-5.02]\'',-1.308593,0.416667,1.4,Iris-setosa
'\'(4.66-5.02]\'',-1.308593,0.5,1.3,Iris-setosa
'\'(-inf-4.66]\'',-1.308593,0.458333,1.5,Iris-setosa
'\'(4.66-5.02]\'',-1.308593,0.666667,1.4,Iris-setosa
'\'(5.38-5.74]\'',-1.046525,0.791667,1.7,Iris-setosa
'\'(-inf-4.66]\'',-1.177559,0.583333,1.4,Iris-setosa
'\'(4.66-5.02]\'',-1.308593,0.583333,1.5,Iris-setosa
'\'(-inf-4.66]\'',-1.308593,0.375,1.4,Iris-setosa
'\'(4.66-5.02]\'',-1.439627,0.458333,1.5,Iris-setosa
'\'(5.38-5.74]\'',-1.308593,0.708333,1.5,Iris-setosa
'\'(4.66-5.02]\'',-1.308593,0.583333,1.6,Iris-setosa
'\'(4.66-5.02]\'',-1.439627,0.416667,1.4,Iris-setosa
'\'(-inf-4.66]\'',-1.439627,0.416667,1.1,Iris-setosa
'\'(5.74-6.1]\'',-1.308593,0.833333,1.2,Iris-setosa
'\'(5.38-5.74]\'',-1.046525,1,1.5,Iris-setosa
'\'(5.38-5.74]\'',-1.046525,0.791667,1.3,Iris-setosa
'\'(5.02-5.38]\'',-1.177559,0.625,1.4,Iris-setosa
'\'(5.38-5.74]\'',-1.177559,0.75,1.7,Iris-setosa
'\'(5.02-5.38]\'',-1.177559,0.75,1.5,Iris-setosa
'\'(5.38-5.74]\'',-1.308593,0.583333,1.7,Iris-setosa
'\'(5.02-5.38]\'',-1.046525,0.708333,1.5,Iris-setosa
'\'(-inf-4.66]\'',-1.308593,0.666667,1,Iris-setosa
'\'(5.02-5.38]\'',-0.915491,0.541667,1.7,Iris-setosa
'\'(4.66-5.02]\'',-1.308593,0.583333,1.9,Iris-setosa
'\'(4.66-5.02]\'',-1.308593,0.416667,1.6,Iris-setosa
'\'(4.66-5.02]\'',-1.046525,0.583333,1.6,Iris-setosa
'\'(5.02-5.38]\'',-1.308593,0.625,1.5,Iris-setosa
'\'(5.02-5.38]\'',-1.308593,0.583333,1.4,Iris-setosa
'\'(4.66-5.02]\'',-1.308593,0.5,1.6,Iris-setosa
'\'(4.66-5.02]\'',-1.308593,0.458333,1.6,Iris-setosa
'\'(5.38-5.74]\'',-1.046525,0.583333,1.5,Iris-setosa
'\'(5.02-5.38]\'',-1.439627,0.875,1.5,Iris-setosa
'\'(5.38-5.74]\'',-1.308593,0.916667,1.4,Iris-setosa
'\'(4.66-5.02]\'',-1.439627,0.458333,1.5,Iris-setosa
'\'(4.66-5.02]\'',-1.308593,0.5,1.2,Iris-setosa
'\'(5.38-5.74]\'',-1.308593,0.625,1.3,Iris-setosa
'\'(4.66-5.02]\'',-1.439627,0.458333,1.5,Iris-setosa
'\'(-inf-4.66]\'',-1.308593,0.416667,1.3,Iris-setosa
'\'(5.02-5.38]\'',-1.308593,0.583333,1.5,Iris-setosa
'\'(4.66-5.02]\'',-1.177559,0.625,1.3,Iris-setosa
'\'(-inf-4.66]\'',-1.177559,0.125,1.3,Iris-setosa
'\'(-inf-4.66]\'',-1.308593,0.5,1.3,Iris-setosa
'\'(4.66-5.02]\'',-0.784457,0.625,1.6,Iris-setosa
'\'(5.02-5.38]\'',-1.046525,0.75,1.9,Iris-setosa
'\'(4.66-5.02]\'',-1.177559,0.416667,1.4,Iris-setosa
'\'(5.02-5.38]\'',-1.308593,0.75,1.6,Iris-setosa
'\'(-inf-4.66]\'',-1.308593,0.5,1.4,Iris-setosa
'\'(5.02-5.38]\'',-1.308593,0.708333,1.5,Iris-setosa
'\'(4.66-5.02]\'',-1.308593,0.541667,1.4,Iris-setosa
'\'(6.82-7.18]\'',0.263815,0.5,4.7,Iris-versicolor
'\'(6.1-6.46]\'',0.394849,0.5,4.5,Iris-versicolor
