@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.35]\'','\'(1.35-1.45]\'','\'(1.45-1.55]\'','\'(1.55-3.4]\'','\'(3.4-4.15]\'','\'(4.15-4.55]\'','\'(4.55-4.95]\'','\'(4.95-5.35]\'','\'(5.35-5.75]\'','\'(5.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.041667,'\'(5.05-5.35]\'','\'(1.35-1.45]\'',3.5,Iris-setosa
0.041667,'\'(4.85-5.05]\'','\'(1.35-1.45]\'',3,Iris-setosa
0.041667,'\'(-inf-4.85]\'','\'(-inf-1.35]\'',3.2,Iris-setosa
0.041667,'\'(-inf-4.85]\'','\'(1.45-1.55]\'',3.1,Iris-setosa
0.041667,'\'(4.85-5.05]\'','\'(1.35-1.45]\'',3.6,Iris-setosa
0.125,'\'(5.35-5.55]\'','\'(1.55-3.4]\'',3.9,Iris-setosa
0.083333,'\'(-inf-4.85]\'','\'(1.35-1.45]\'',3.4,Iris-setosa
0.041667,'\'(4.85-5.05]\'','\'(1.45-1.55]\'',3.4,Iris-setosa
0.041667,'\'(-inf-4.85]\'','\'(1.35-1.45]\'',2.9,Iris-setosa
0,'\'(4.85-5.05]\'','\'(1.45-1.55]\'',3.1,Iris-setosa
0.041667,'\'(5.35-5.55]\'','\'(1.45-1.55]\'',3.7,Iris-setosa
0.041667,'\'(-inf-4.85]\'','\'(1.55-3.4]\'',3.4,Iris-setosa
0,'\'(-inf-4.85]\'','\'(1.35-1.45]\'',3,Iris-setosa
0,'\'(-inf-4.85]\'','\'(-inf-1.35]\'',3,Iris-setosa
0.041667,'\'(5.75-6.05]\'','\'(-inf-1.35]\'',4,Iris-setosa
