@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(-inf-0.34]\'',0.222222,-1.336794,3.5,Iris-setosa
'\'(-inf-0.34]\'',0.166667,-1.336794,3,Iris-setosa
'\'(-inf-0.34]\'',0.111111,-1.39347,3.2,Iris-setosa
'\'(-inf-0.34]\'',0.083333,-1.280118,3.1,Iris-setosa
'\'(-inf-0.34]\'',0.194444,-1.336794,3.6,Iris-setosa
'\'(0.34-0.58]\'',0.305556,-1.166767,3.9,Iris-setosa
'\'(-inf-0.34]\'',0.083333,-1.336794,3.4,Iris-setosa
'\'(-inf-0.34]\'',0.194444,-1.280118,3.4,Iris-setosa
'\'(-inf-0.34]\'',0.027778,-1.336794,2.9,Iris-setosa
'\'(-inf-0.34]\'',0.166667,-1.280118,3.1,Iris-setosa
'\'(-inf-0.34]\'',0.305556,-1.280118,3.7,Iris-setosa
'\'(-inf-0.34]\'',0.138889,-1.223442,3.4,Iris-setosa
'\'(-inf-0.34]\'',0.138889,-1.336794,3,Iris-setosa
'\'(-inf-0.34]\'',0,-1.506822,3,Iris-setosa
'\'(-inf-0.34]\'',0.416667,-1.450146,4,Iris-setosa
'\'(0.34-0.58]\'',0.388889,-1.280118,4.4,Iris-setosa
'\'(0.34-0.58]\'',0.305556,-1.39347,3.9,Iris-setosa
'\'(-inf-0.34]\'',0.222222,-1.336794,3.5,Iris-setosa
'\'(-inf-0.34]\'',0.388889,-1.166767,3.8,Iris-setosa
'\'(-inf-0.34]\'',0.222222,-1.280118,3.8,Iris-setosa
'\'(-inf-0.34]\'',0.305556,-1.166767,3.4,Iris-setosa
'\'(0.34-0.58]\'',0.222222,-1.280118,3.7,Iris-setosa
'\'(-inf-0.34]\'',0.083333,-1.563497,3.6,Iris-setosa
'\'(0.34-0.58]\'',0.222222,-1.166767,3.3,Iris-setosa
'\'(-inf-0.34]\'',0.138889,-1.053415,3.4,Iris-setosa
'\'(-inf-0.34]\'',0.194444,-1.223442,3,Iris-setosa
