@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.041667,0.222222,0.067797,3.5,Iris-setosa
0.041667,0.166667,0.067797,3,Iris-setosa
0.041667,0.111111,0.050847,3.2,Iris-setosa
0.041667,0.083333,0.084746,3.1,Iris-setosa
0.041667,0.194444,0.067797,3.6,Iris-setosa
0.125,0.305556,0.118644,3.9,Iris-setosa
0.083333,0.083333,0.067797,3.4,Iris-setosa
0.041667,0.194444,0.084746,3.4,Iris-setosa
0.041667,0.027778,0.067797,2.9,Iris-setosa
0,0.166667,0.084746,3.1,Iris-setosa
0.041667,0.305556,0.084746,3.7,Iris-setosa
0.041667,0.138889,0.101695,3.4,Iris-setosa
0,0.138889,0.067797,3,Iris-setosa
0,0,0.016949,3,Iris-setosa
0.041667,0.416667,0.033898,4,Iris-setosa
0.125,0.388889,0.084746,4.4,Iris-setosa
0.125,0.305556,0.050847,3.9,Iris-setosa
0.083333,0.222222,0.067797,3.5,Iris-setosa
0.083333,0.388889,0.118644,3.8,Iris-setosa
0.083333,0.222222,0.084746,3.8,Iris-setosa
0.041667,0.305556,0.118644,3.4,Iris-setosa
0.125,0.222222,0.084746,3.7,Iris-setosa
0.041667,0.083333,0,3.6,Iris-setosa
0.166667,0.222222,0.118644,3.3,Iris-setosa
0.041667,0.138889,0.152542,3.4,Iris-setosa
0.041667,0.194444,0.101695,3,Iris-setosa
0.125,0.194444,0.101695,3.4,Iris-setosa
0.041667,0.25,0.084746,3.5,Iris-setosa
0.041667,0.25,0.067797,3.4,Iris-setosa
0.041667,0.111111,0.101695,3.2,Iris-setosa
0.041667,0.138889,0.101695,3.1,Iris-setosa
0.125,0.305556,0.084746,3.4,Iris-setosa
0,0.25,0.084746,4.1,Iris-setosa
0.041667,0.333333,0.067797,4.2,Iris-setosa
0,0.166667,0.084746,3.1,Iris-setosa
0.041667,0.194444,0.033898,3.2,Iris-setosa
0.041667,0.333333,0.050847,3.5,Iris-setosa
0,0.166667,0.084746,3.1,Iris-setosa
0.041667,0.027778,0.050847,3,Iris-setosa
0.041667,0.222222,0.084746,3.4,Iris-setosa
0.083333,0.194444,0.050847,3.5,Iris-setosa
0.083333,0.055556,0.050847,2.3,Iris-setosa
0.041667,0.027778,0.050847,3.2,Iris-setosa
0.208333,0.194444,0.101695,3.5,Iris-setosa
0.125,0.222222,0.152542,3.8,Iris-setosa
0.083333,0.138889,0.067797,3,Iris-setosa
0.041667,0.222222,0.101695,3.8,Iris-setosa
0.041667,0.083333,0.067797,3.2,Iris-setosa
0.041667,0.277778,0.084746,3.7,Iris-setosa
0.041667,0.194444,0.067797,3.3,Iris-setosa
0.541667,0.75,0.627119,3.2,Iris-versicolor
0.583333,0.583333,0.59322,3.2,Iris-versicolor
0.583333,0.722222,0.661017,3.1,Iris-versicolor
0.5,0.333333,0.508475,2.3,Iris-versicolor
0.583333,0.611111,0.610169,2.8,Iris-versicolor
0.5,0.388889,0.59322,2.8,Iris-versicolor
0.625,0.555556,0.627119,3.3,Iris-versicolor
0.375,0.166667,0.389831,2.4,Iris-versicolor
0.5,0.638889,0.610169,2.9,Iris-versicolor
0.541667,0.25,0.491525,2.7,Iris-versicolor
0.375,0.194444,0.423729,2,Iris-versicolor
0.583333,0.444444,0.542373,3,Iris-versicolor
0.375,0.472222,0.508475,2.2,Iris-versicolor
0.541667,0.5,0.627119,2.9,Iris-versicolor
0.5,0.361111,0.440678,2.9,Iris-versicolor
0.541667,0.666667,0.576271,3.1,Iris-versicolor
0.583333,0.361111,0.59322,3,Iris-versicolor
