@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.24]\'','\'(2.24-2.48]\'','\'(2.48-2.72]\'','\'(2.72-2.96]\'','\'(2.96-3.2]\'','\'(3.2-3.44]\'','\'(3.44-3.68]\'','\'(3.68-3.92]\'','\'(3.92-4.16]\'','\'(4.16-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.222222,'\'(-inf-0.34]\'','\'(3.44-3.68]\'',1.4,Iris-setosa
0.166667,'\'(-inf-0.34]\'','\'(2.96-3.2]\'',1.4,Iris-setosa
0.111111,'\'(-inf-0.34]\'','\'(2.96-3.2]\'',1.3,Iris-setosa
0.083333,'\'(-inf-0.34]\'','\'(2.96-3.2]\'',1.5,Iris-setosa
0.194444,'\'(-inf-0.34]\'','\'(3.44-3.68]\'',1.4,Iris-setosa
0.305556,'\'(0.34-0.58]\'','\'(3.68-3.92]\'',1.7,Iris-setosa
0.083333,'\'(-inf-0.34]\'','\'(3.2-3.44]\'',1.4,Iris-setosa
0.194444,'\'(-inf-0.34]\'','\'(3.2-3.44]\'',1.5,Iris-setosa
0.027778,'\'(-inf-0.34]\'','\'(2.72-2.96]\'',1.4,Iris-setosa
0.166667,'\'(-inf-0.34]\'','\'(2.96-3.2]\'',1.5,Iris-setosa
0.305556,'\'(-inf-0.34]\'','\'(3.68-3.92]\'',1.5,Iris-setosa
0.138889,'\'(-inf-0.34]\'','\'(3.2-3.44]\'',1.6,Iris-setosa
0.138889,'\'(-inf-0.34]\'','\'(2.96-3.2]\'',1.4,Iris-setosa
0,'\'(-inf-0.34]\'','\'(2.96-3.2]\'',1.1,Iris-setosa
0.416667,'\'(-inf-0.34]\'','\'(3.92-4.16]\'',1.2,Iris-setosa
0.388889,'\'(0.34-0.58]\'','\'(4.16-inf)\'',1.5,Iris-setosa
0.305556,'\'(0.34-0.58]\'','\'(3.68-3.92]\'',1.3,Iris-setosa
0.222222,'\'(-inf-0.34]\'','\'(3.44-3.68]\'',1.4,Iris-setosa
0.388889,'\'(-inf-0.34]\'','\'(3.68-3.92]\'',1.7,Iris-setosa
0.222222,'\'(-inf-0.34]\'','\'(3.68-3.92]\'',1.5,Iris-setosa
0.305556,'\'(-inf-0.34]\'','\'(3.2-3.44]\'',1.7,Iris-setosa
0.222222,'\'(0.34-0.58]\'','\'(3.68-3.92]\'',1.5,Iris-setosa
0.083333,'\'(-inf-0.34]\'','\'(3.44-3.68]\'',1,Iris-setosa
0.222222,'\'(0.34-0.58]\'','\'(3.2-3.44]\'',1.7,Iris-setosa
0.138889,'\'(-inf-0.34]\'','\'(3.2-3.44]\'',1.9,Iris-setosa
