@relation 'iris(L1eqH79QC)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal length in cm' {'\'(-inf--1.365132]\'','\'(-1.365132--1.308456]\'','\'(-1.308456--1.25178]\'','\'(-1.25178--0.203277]\'','\'(-0.203277-0.221791]\'','\'(0.221791-0.448495]\'','\'(0.448495-0.675198]\'','\'(0.675198-0.901901]\'','\'(0.901901-1.128605]\'','\'(1.128605-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.24]\'','\'(2.24-2.48]\'','\'(2.48-2.72]\'','\'(2.72-2.96]\'','\'(2.96-3.2]\'','\'(3.2-3.44]\'','\'(3.44-3.68]\'','\'(3.68-3.92]\'','\'(3.92-4.16]\'','\'(4.16-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.041667,'\'(-1.365132--1.308456]\'','\'(3.44-3.68]\'',5.1,Iris-setosa
0.041667,'\'(-1.365132--1.308456]\'','\'(2.96-3.2]\'',4.9,Iris-setosa
0.041667,'\'(-inf--1.365132]\'','\'(2.96-3.2]\'',4.7,Iris-setosa
0.041667,'\'(-1.308456--1.25178]\'','\'(2.96-3.2]\'',4.6,Iris-setosa
0.041667,'\'(-1.365132--1.308456]\'','\'(3.44-3.68]\'',5,Iris-setosa
0.125,'\'(-1.25178--0.203277]\'','\'(3.68-3.92]\'',5.4,Iris-setosa
0.083333,'\'(-1.365132--1.308456]\'','\'(3.2-3.44]\'',4.6,Iris-setosa
0.041667,'\'(-1.308456--1.25178]\'','\'(3.2-3.44]\'',5,Iris-setosa
0.041667,'\'(-1.365132--1.308456]\'','\'(2.72-2.96]\'',4.4,Iris-setosa
0,'\'(-1.308456--1.25178]\'','\'(2.96-3.2]\'',4.9,Iris-setosa
0.041667,'\'(-1.308456--1.25178]\'','\'(3.68-3.92]\'',5.4,Iris-setosa
0.041667,'\'(-1.25178--0.203277]\'','\'(3.2-3.44]\'',4.8,Iris-setosa
0,'\'(-1.365132--1.308456]\'','\'(2.96-3.2]\'',4.8,Iris-setosa
0,'\'(-inf--1.365132]\'','\'(2.96-3.2]\'',4.3,Iris-setosa
0.041667,'\'(-inf--1.365132]\'','\'(3.92-4.16]\'',5.8,Iris-setosa
0.125,'\'(-1.308456--1.25178]\'','\'(4.16-inf)\'',5.7,Iris-setosa
0.125,'\'(-inf--1.365132]\'','\'(3.68-3.92]\'',5.4,Iris-setosa
0.083333,'\'(-1.365132--1.308456]\'','\'(3.44-3.68]\'',5.1,Iris-setosa
0.083333,'\'(-1.25178--0.203277]\'','\'(3.68-3.92]\'',5.7,Iris-setosa
0.083333,'\'(-1.308456--1.25178]\'','\'(3.68-3.92]\'',5.1,Iris-setosa
0.041667,'\'(-1.25178--0.203277]\'','\'(3.2-3.44]\'',5.4,Iris-setosa
0.125,'\'(-1.308456--1.25178]\'','\'(3.68-3.92]\'',5.1,Iris-setosa
0.041667,'\'(-inf--1.365132]\'','\'(3.44-3.68]\'',4.6,Iris-setosa
0.166667,'\'(-1.25178--0.203277]\'','\'(3.2-3.44]\'',5.1,Iris-setosa
0.041667,'\'(-1.25178--0.203277]\'','\'(3.2-3.44]\'',4.8,Iris-setosa
0.041667,'\'(-1.25178--0.203277]\'','\'(2.96-3.2]\'',5,Iris-setosa
0.125,'\'(-1.25178--0.203277]\'','\'(3.2-3.44]\'',5,Iris-setosa
0.041667,'\'(-1.308456--1.25178]\'','\'(3.44-3.68]\'',5.2,Iris-setosa
