@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.45-3.75]\'',1.4,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(2.95-3.05]\'',1.4,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(3.15-3.25]\'',1.3,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(3.05-3.15]\'',1.5,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(3.45-3.75]\'',1.4,Iris-setosa
'\'(5.35-5.55]\'','\'(0.1-0.2]\'','\'(3.75-inf)\'',1.7,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(3.25-3.45]\'',1.4,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(3.25-3.45]\'',1.5,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(2.85-2.95]\'',1.4,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(3.05-3.15]\'',1.5,Iris-setosa
'\'(5.35-5.55]\'','\'(-inf-0.1]\'','\'(3.45-3.75]\'',1.5,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(3.25-3.45]\'',1.6,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(2.95-3.05]\'',1.4,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(2.95-3.05]\'',1.1,Iris-setosa
'\'(5.75-6.05]\'','\'(-inf-0.1]\'','\'(3.75-inf)\'',1.2,Iris-setosa
'\'(5.55-5.75]\'','\'(0.1-0.2]\'','\'(3.75-inf)\'',1.5,Iris-setosa
'\'(5.35-5.55]\'','\'(0.1-0.2]\'','\'(3.75-inf)\'',1.3,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.45-3.75]\'',1.4,Iris-setosa
'\'(5.55-5.75]\'','\'(-inf-0.1]\'','\'(3.75-inf)\'',1.7,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.75-inf)\'',1.5,Iris-setosa
'\'(5.35-5.55]\'','\'(-inf-0.1]\'','\'(3.25-3.45]\'',1.7,Iris-setosa
'\'(5.05-5.35]\'','\'(0.1-0.2]\'','\'(3.45-3.75]\'',1.5,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(3.45-3.75]\'',1,Iris-setosa
'\'(5.05-5.35]\'','\'(0.1-0.2]\'','\'(3.25-3.45]\'',1.7,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(3.25-3.45]\'',1.9,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(2.95-3.05]\'',1.6,Iris-setosa
'\'(4.85-5.05]\'','\'(0.1-0.2]\'','\'(3.25-3.45]\'',1.6,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.45-3.75]\'',1.5,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.25-3.45]\'',1.4,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(3.15-3.25]\'',1.6,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(3.05-3.15]\'',1.6,Iris-setosa
'\'(5.35-5.55]\'','\'(0.1-0.2]\'','\'(3.25-3.45]\'',1.5,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.75-inf)\'',1.5,Iris-setosa
'\'(5.35-5.55]\'','\'(-inf-0.1]\'','\'(3.75-inf)\'',1.4,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(3.05-3.15]\'',1.5,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(3.15-3.25]\'',1.2,Iris-setosa
'\'(5.35-5.55]\'','\'(-inf-0.1]\'','\'(3.45-3.75]\'',1.3,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(3.05-3.15]\'',1.5,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(2.95-3.05]\'',1.3,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.25-3.45]\'',1.5,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(3.45-3.75]\'',1.3,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(-inf-2.55]\'',1.3,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(3.15-3.25]\'',1.3,Iris-setosa
'\'(4.85-5.05]\'','\'(0.2-0.3]\'','\'(3.45-3.75]\'',1.6,Iris-setosa
'\'(5.05-5.35]\'','\'(0.1-0.2]\'','\'(3.75-inf)\'',1.9,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(2.95-3.05]\'',1.4,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.75-inf)\'',1.6,Iris-setosa
'\'(-inf-4.85]\'','\'(-inf-0.1]\'','\'(3.15-3.25]\'',1.4,Iris-setosa
'\'(5.05-5.35]\'','\'(-inf-0.1]\'','\'(3.45-3.75]\'',1.5,Iris-setosa
'\'(4.85-5.05]\'','\'(-inf-0.1]\'','\'(3.25-3.45]\'',1.4,Iris-setosa
'\'(6.95-inf)\'','\'(0.5-0.6]\'','\'(3.15-3.25]\'',4.7,Iris-versicolor
'\'(6.35-6.65]\'','\'(0.5-0.6]\'','\'(3.15-3.25]\'',4.5,Iris-versicolor
'\'(6.65-6.95]\'','\'(0.5-0.6]\'','\'(3.05-3.15]\'',4.9,Iris-versicolor
'\'(5.35-5.55]\'','\'(0.4-0.5]\'','\'(-inf-2.55]\'',4,Iris-versicolor
'\'(6.35-6.65]\'','\'(0.5-0.6]\'','\'(2.75-2.85]\'',4.6,Iris-versicolor
