@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' {'\'(-inf-4.85]\'','\'(4.85-5.05]\'','\'(5.05-5.35]\'','\'(5.35-5.55]\'','\'(5.55-5.75]\'','\'(5.75-6.05]\'','\'(6.05-6.35]\'','\'(6.35-6.65]\'','\'(6.65-6.95]\'','\'(6.95-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-1.301767,'\'(5.05-5.35]\'','\'(-inf-1.59]\'',3.5,Iris-setosa
-1.301767,'\'(4.85-5.05]\'','\'(-inf-1.59]\'',3,Iris-setosa
-1.301767,'\'(-inf-4.85]\'','\'(-inf-1.59]\'',3.2,Iris-setosa
-1.301767,'\'(-inf-4.85]\'','\'(-inf-1.59]\'',3.1,Iris-setosa
-1.301767,'\'(4.85-5.05]\'','\'(-inf-1.59]\'',3.6,Iris-setosa
-1.039831,'\'(5.35-5.55]\'','\'(1.59-2.18]\'',3.9,Iris-setosa
-1.170799,'\'(-inf-4.85]\'','\'(-inf-1.59]\'',3.4,Iris-setosa
-1.301767,'\'(4.85-5.05]\'','\'(-inf-1.59]\'',3.4,Iris-setosa
-1.301767,'\'(-inf-4.85]\'','\'(-inf-1.59]\'',2.9,Iris-setosa
-1.432734,'\'(4.85-5.05]\'','\'(-inf-1.59]\'',3.1,Iris-setosa
-1.301767,'\'(5.35-5.55]\'','\'(-inf-1.59]\'',3.7,Iris-setosa
-1.301767,'\'(-inf-4.85]\'','\'(1.59-2.18]\'',3.4,Iris-setosa
-1.432734,'\'(-inf-4.85]\'','\'(-inf-1.59]\'',3,Iris-setosa
-1.432734,'\'(-inf-4.85]\'','\'(-inf-1.59]\'',3,Iris-setosa
