@relation 'iris(0RAXGJvTj)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal length in cm' {'\'(-inf-1.35]\'','\'(1.35-1.45]\'','\'(1.45-1.55]\'','\'(1.55-3.4]\'','\'(3.4-4.15]\'','\'(4.15-4.55]\'','\'(4.55-4.95]\'','\'(4.95-5.35]\'','\'(5.35-5.75]\'','\'(5.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(-inf-0.34]\'','\'(1.35-1.45]\'','\'(3.45-3.75]\'',5.1,Iris-setosa
'\'(-inf-0.34]\'','\'(1.35-1.45]\'','\'(2.95-3.05]\'',4.9,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf-1.35]\'','\'(3.15-3.25]\'',4.7,Iris-setosa
'\'(-inf-0.34]\'','\'(1.45-1.55]\'','\'(3.05-3.15]\'',4.6,Iris-setosa
'\'(-inf-0.34]\'','\'(1.35-1.45]\'','\'(3.45-3.75]\'',5,Iris-setosa
'\'(0.34-0.58]\'','\'(1.55-3.4]\'','\'(3.75-inf)\'',5.4,Iris-setosa
'\'(-inf-0.34]\'','\'(1.35-1.45]\'','\'(3.25-3.45]\'',4.6,Iris-setosa
'\'(-inf-0.34]\'','\'(1.45-1.55]\'','\'(3.25-3.45]\'',5,Iris-setosa
'\'(-inf-0.34]\'','\'(1.35-1.45]\'','\'(2.85-2.95]\'',4.4,Iris-setosa
'\'(-inf-0.34]\'','\'(1.45-1.55]\'','\'(3.05-3.15]\'',4.9,Iris-setosa
'\'(-inf-0.34]\'','\'(1.45-1.55]\'','\'(3.45-3.75]\'',5.4,Iris-setosa
'\'(-inf-0.34]\'','\'(1.55-3.4]\'','\'(3.25-3.45]\'',4.8,Iris-setosa
'\'(-inf-0.34]\'','\'(1.35-1.45]\'','\'(2.95-3.05]\'',4.8,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf-1.35]\'','\'(2.95-3.05]\'',4.3,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf-1.35]\'','\'(3.75-inf)\'',5.8,Iris-setosa
'\'(0.34-0.58]\'','\'(1.45-1.55]\'','\'(3.75-inf)\'',5.7,Iris-setosa
'\'(0.34-0.58]\'','\'(-inf-1.35]\'','\'(3.75-inf)\'',5.4,Iris-setosa
'\'(-inf-0.34]\'','\'(1.35-1.45]\'','\'(3.45-3.75]\'',5.1,Iris-setosa
'\'(-inf-0.34]\'','\'(1.55-3.4]\'','\'(3.75-inf)\'',5.7,Iris-setosa
'\'(-inf-0.34]\'','\'(1.45-1.55]\'','\'(3.75-inf)\'',5.1,Iris-setosa
'\'(-inf-0.34]\'','\'(1.55-3.4]\'','\'(3.25-3.45]\'',5.4,Iris-setosa
'\'(0.34-0.58]\'','\'(1.45-1.55]\'','\'(3.45-3.75]\'',5.1,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf-1.35]\'','\'(3.45-3.75]\'',4.6,Iris-setosa
'\'(0.34-0.58]\'','\'(1.55-3.4]\'','\'(3.25-3.45]\'',5.1,Iris-setosa
'\'(-inf-0.34]\'','\'(1.55-3.4]\'','\'(3.25-3.45]\'',4.8,Iris-setosa
'\'(-inf-0.34]\'','\'(1.55-3.4]\'','\'(2.95-3.05]\'',5,Iris-setosa
'\'(0.34-0.58]\'','\'(1.55-3.4]\'','\'(3.25-3.45]\'',5,Iris-setosa
'\'(-inf-0.34]\'','\'(1.45-1.55]\'','\'(3.45-3.75]\'',5.2,Iris-setosa
'\'(-inf-0.34]\'','\'(1.35-1.45]\'','\'(3.25-3.45]\'',5.2,Iris-setosa
'\'(-inf-0.34]\'','\'(1.55-3.4]\'','\'(3.15-3.25]\'',4.7,Iris-setosa
'\'(-inf-0.34]\'','\'(1.55-3.4]\'','\'(3.05-3.15]\'',4.8,Iris-setosa
'\'(0.34-0.58]\'','\'(1.45-1.55]\'','\'(3.25-3.45]\'',5.4,Iris-setosa
'\'(-inf-0.34]\'','\'(1.45-1.55]\'','\'(3.75-inf)\'',5.2,Iris-setosa
'\'(-inf-0.34]\'','\'(1.35-1.45]\'','\'(3.75-inf)\'',5.5,Iris-setosa
'\'(-inf-0.34]\'','\'(1.45-1.55]\'','\'(3.05-3.15]\'',4.9,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf-1.35]\'','\'(3.15-3.25]\'',5,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf-1.35]\'','\'(3.45-3.75]\'',5.5,Iris-setosa
'\'(-inf-0.34]\'','\'(1.45-1.55]\'','\'(3.05-3.15]\'',4.9,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf-1.35]\'','\'(2.95-3.05]\'',4.4,Iris-setosa
'\'(-inf-0.34]\'','\'(1.45-1.55]\'','\'(3.25-3.45]\'',5.1,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf-1.35]\'','\'(3.45-3.75]\'',5,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf-1.35]\'','\'(-inf-2.55]\'',4.5,Iris-setosa
'\'(-inf-0.34]\'','\'(-inf-1.35]\'','\'(3.15-3.25]\'',4.4,Iris-setosa
'\'(0.58-0.82]\'','\'(1.55-3.4]\'','\'(3.45-3.75]\'',5,Iris-setosa
'\'(0.34-0.58]\'','\'(1.55-3.4]\'','\'(3.75-inf)\'',5.1,Iris-setosa
'\'(-inf-0.34]\'','\'(1.35-1.45]\'','\'(2.95-3.05]\'',4.8,Iris-setosa
'\'(-inf-0.34]\'','\'(1.55-3.4]\'','\'(3.75-inf)\'',5.1,Iris-setosa
'\'(-inf-0.34]\'','\'(1.35-1.45]\'','\'(3.15-3.25]\'',4.6,Iris-setosa
'\'(-inf-0.34]\'','\'(1.45-1.55]\'','\'(3.45-3.75]\'',5.3,Iris-setosa
'\'(-inf-0.34]\'','\'(1.35-1.45]\'','\'(3.25-3.45]\'',5,Iris-setosa
'\'(1.3-1.54]\'','\'(4.55-4.95]\'','\'(3.15-3.25]\'',7,Iris-versicolor
'\'(1.3-1.54]\'','\'(4.15-4.55]\'','\'(3.15-3.25]\'',6.4,Iris-versicolor
'\'(1.3-1.54]\'','\'(4.55-4.95]\'','\'(3.05-3.15]\'',6.9,Iris-versicolor
'\'(1.06-1.3]\'','\'(3.4-4.15]\'','\'(-inf-2.55]\'',5.5,Iris-versicolor
'\'(1.3-1.54]\'','\'(4.55-4.95]\'','\'(2.75-2.85]\'',6.5,Iris-versicolor
'\'(1.06-1.3]\'','\'(4.15-4.55]\'','\'(2.75-2.85]\'',5.7,Iris-versicolor
'\'(1.54-1.78]\'','\'(4.55-4.95]\'','\'(3.25-3.45]\'',6.3,Iris-versicolor
'\'(0.82-1.06]\'','\'(1.55-3.4]\'','\'(-inf-2.55]\'',4.9,Iris-versicolor
'\'(1.06-1.3]\'','\'(4.55-4.95]\'','\'(2.85-2.95]\'',6.6,Iris-versicolor
'\'(1.3-1.54]\'','\'(3.4-4.15]\'','\'(2.55-2.75]\'',5.2,Iris-versicolor
'\'(0.82-1.06]\'','\'(3.4-4.15]\'','\'(-inf-2.55]\'',5,Iris-versicolor
'\'(1.3-1.54]\'','\'(4.15-4.55]\'','\'(2.95-3.05]\'',5.9,Iris-versicolor
