@relation 'iris missing(2yf5Wb0gF)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4'

@attribute 'filtered-0-unfiltered-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-filtered-0-petal length in cm' {'\'(-inf-1.59]\'','\'(1.59-2.18]\'','\'(2.18-2.77]\'','\'(2.77-3.36]\'','\'(3.36-3.95]\'','\'(3.95-4.54]\'','\'(4.54-5.13]\'','\'(5.13-5.72]\'','\'(5.72-6.31]\'','\'(6.31-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-1.301767,-0.87971,'\'(-inf-1.59]\'',3.5,Iris-setosa
-1.301767,-1.120076,'\'(-inf-1.59]\'',3,Iris-setosa
-1.301767,-1.360443,'\'(-inf-1.59]\'',3.2,Iris-setosa
-1.301767,-1.480626,'\'(-inf-1.59]\'',3.1,Iris-setosa
-1.301767,-0.999893,'\'(-inf-1.59]\'',3.6,Iris-setosa
-1.039831,-0.519159,'\'(1.59-2.18]\'',3.9,Iris-setosa
-1.170799,-1.480626,'\'(-inf-1.59]\'',3.4,Iris-setosa
-1.301767,-0.999893,'\'(-inf-1.59]\'',3.4,Iris-setosa
-1.301767,-1.720993,'\'(-inf-1.59]\'',2.9,Iris-setosa
-1.432734,-1.120076,'\'(-inf-1.59]\'',3.1,Iris-setosa
-1.301767,-0.519159,'\'(-inf-1.59]\'',3.7,Iris-setosa
-1.301767,-1.24026,'\'(1.59-2.18]\'',3.4,Iris-setosa
-1.432734,-1.24026,'\'(-inf-1.59]\'',3,Iris-setosa
-1.432734,-1.841177,'\'(-inf-1.59]\'',3,Iris-setosa
-1.301767,-0.038426,'\'(-inf-1.59]\'',4,Iris-setosa
-1.039831,-0.158609,'\'(-inf-1.59]\'',4.4,Iris-setosa
-1.039831,-0.519159,'\'(-inf-1.59]\'',3.9,Iris-setosa
-1.170799,-0.87971,'\'(-inf-1.59]\'',3.5,Iris-setosa
-1.170799,-0.158609,'\'(1.59-2.18]\'',3.8,Iris-setosa
