@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3'

@attribute 'filtered-0-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-petal width in cm' {'\'(-inf--1.125145]\'','\'(-1.125145--0.810664]\'','\'(-0.810664--0.496182]\'','\'(-0.496182--0.1817]\'','\'(-0.1817-0.132781]\'','\'(0.132781-0.447263]\'','\'(0.447263-0.761744]\'','\'(0.761744-1.076226]\'','\'(1.076226-1.390707]\'','\'(1.390707-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.625,'\'(-inf--1.125145]\'',5.1,1.4,Iris-setosa
0.416667,'\'(-inf--1.125145]\'',4.9,1.4,Iris-setosa
0.5,'\'(-inf--1.125145]\'',4.7,1.3,Iris-setosa
0.458333,'\'(-inf--1.125145]\'',4.6,1.5,Iris-setosa
0.666667,'\'(-inf--1.125145]\'',5,1.4,Iris-setosa
0.791667,'\'(-1.125145--0.810664]\'',5.4,1.7,Iris-setosa
0.583333,'\'(-inf--1.125145]\'',4.6,1.4,Iris-setosa
0.583333,'\'(-inf--1.125145]\'',5,1.5,Iris-setosa
0.375,'\'(-inf--1.125145]\'',4.4,1.4,Iris-setosa
0.458333,'\'(-inf--1.125145]\'',4.9,1.5,Iris-setosa
0.708333,'\'(-inf--1.125145]\'',5.4,1.5,Iris-setosa
0.583333,'\'(-inf--1.125145]\'',4.8,1.6,Iris-setosa
0.416667,'\'(-inf--1.125145]\'',4.8,1.4,Iris-setosa
0.416667,'\'(-inf--1.125145]\'',4.3,1.1,Iris-setosa
0.833333,'\'(-inf--1.125145]\'',5.8,1.2,Iris-setosa
1,'\'(-1.125145--0.810664]\'',5.7,1.5,Iris-setosa
0.791667,'\'(-1.125145--0.810664]\'',5.4,1.3,Iris-setosa
0.625,'\'(-inf--1.125145]\'',5.1,1.4,Iris-setosa
0.75,'\'(-inf--1.125145]\'',5.7,1.7,Iris-setosa
0.75,'\'(-inf--1.125145]\'',5.1,1.5,Iris-setosa
0.583333,'\'(-inf--1.125145]\'',5.4,1.7,Iris-setosa
0.708333,'\'(-1.125145--0.810664]\'',5.1,1.5,Iris-setosa
0.666667,'\'(-inf--1.125145]\'',4.6,1,Iris-setosa
0.541667,'\'(-1.125145--0.810664]\'',5.1,1.7,Iris-setosa
0.583333,'\'(-inf--1.125145]\'',4.8,1.9,Iris-setosa
0.416667,'\'(-inf--1.125145]\'',5,1.6,Iris-setosa
0.583333,'\'(-1.125145--0.810664]\'',5,1.6,Iris-setosa
0.625,'\'(-inf--1.125145]\'',5.2,1.5,Iris-setosa
0.583333,'\'(-inf--1.125145]\'',5.2,1.4,Iris-setosa
