@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3'

@attribute 'filtered-0-unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-unfiltered-petal width in cm' {'\'(-inf--1.125145]\'','\'(-1.125145--0.810664]\'','\'(-0.810664--0.496182]\'','\'(-0.496182--0.1817]\'','\'(-0.1817-0.132781]\'','\'(0.132781-0.447263]\'','\'(0.447263-0.761744]\'','\'(0.761744-1.076226]\'','\'(1.076226-1.390707]\'','\'(1.390707-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.222222,'\'(-inf--1.125145]\'','\'(3.45-3.75]\'',1.4,Iris-setosa
0.166667,'\'(-inf--1.125145]\'','\'(2.95-3.05]\'',1.4,Iris-setosa
0.111111,'\'(-inf--1.125145]\'','\'(3.15-3.25]\'',1.3,Iris-setosa
0.083333,'\'(-inf--1.125145]\'','\'(3.05-3.15]\'',1.5,Iris-setosa
0.194444,'\'(-inf--1.125145]\'','\'(3.45-3.75]\'',1.4,Iris-setosa
0.305556,'\'(-1.125145--0.810664]\'','\'(3.75-inf)\'',1.7,Iris-setosa
0.083333,'\'(-inf--1.125145]\'','\'(3.25-3.45]\'',1.4,Iris-setosa
0.194444,'\'(-inf--1.125145]\'','\'(3.25-3.45]\'',1.5,Iris-setosa
0.027778,'\'(-inf--1.125145]\'','\'(2.85-2.95]\'',1.4,Iris-setosa
0.166667,'\'(-inf--1.125145]\'','\'(3.05-3.15]\'',1.5,Iris-setosa
0.305556,'\'(-inf--1.125145]\'','\'(3.45-3.75]\'',1.5,Iris-setosa
0.138889,'\'(-inf--1.125145]\'','\'(3.25-3.45]\'',1.6,Iris-setosa
0.138889,'\'(-inf--1.125145]\'','\'(2.95-3.05]\'',1.4,Iris-setosa
0,'\'(-inf--1.125145]\'','\'(2.95-3.05]\'',1.1,Iris-setosa
0.416667,'\'(-inf--1.125145]\'','\'(3.75-inf)\'',1.2,Iris-setosa
0.388889,'\'(-1.125145--0.810664]\'','\'(3.75-inf)\'',1.5,Iris-setosa
0.305556,'\'(-1.125145--0.810664]\'','\'(3.75-inf)\'',1.3,Iris-setosa
0.222222,'\'(-inf--1.125145]\'','\'(3.45-3.75]\'',1.4,Iris-setosa
0.388889,'\'(-inf--1.125145]\'','\'(3.75-inf)\'',1.7,Iris-setosa
0.222222,'\'(-inf--1.125145]\'','\'(3.75-inf)\'',1.5,Iris-setosa
0.305556,'\'(-inf--1.125145]\'','\'(3.25-3.45]\'',1.7,Iris-setosa
0.222222,'\'(-1.125145--0.810664]\'','\'(3.45-3.75]\'',1.5,Iris-setosa
0.083333,'\'(-inf--1.125145]\'','\'(3.45-3.75]\'',1,Iris-setosa
0.222222,'\'(-1.125145--0.810664]\'','\'(3.25-3.45]\'',1.7,Iris-setosa
0.138889,'\'(-inf--1.125145]\'','\'(3.25-3.45]\'',1.9,Iris-setosa
0.194444,'\'(-inf--1.125145]\'','\'(2.95-3.05]\'',1.6,Iris-setosa
0.194444,'\'(-1.125145--0.810664]\'','\'(3.25-3.45]\'',1.6,Iris-setosa
0.25,'\'(-inf--1.125145]\'','\'(3.45-3.75]\'',1.5,Iris-setosa
0.25,'\'(-inf--1.125145]\'','\'(3.25-3.45]\'',1.4,Iris-setosa
0.111111,'\'(-inf--1.125145]\'','\'(3.15-3.25]\'',1.6,Iris-setosa
